Sex,Form,Group,Team,Athlete,Score
W,bare hand routines Other routines,C,AUS,Angelique LI,8.14
W,bare hand routines Other routines,C,GRE,Elpida TRIGONI,8.01
W,Taijiquan type routines 42 posture Taijiquan,C,HKG,CHAN Tsz Sa,8.62
W,Taijiquan type routines 42 posture Taijiquan,C,HKG,CHUNG Cheuk Yin,8.56
W,Taijiquan type routines 42 posture Taijiquan,C,MAC,LOK Mai Cheng,8.53
W,Taijiquan type routines 42 posture Taijiquan,C,POL,Vanessa Weronika PARADIUK,8.52
W,Taijiquan type routines 42 posture Taijiquan,C,NZL,Yusu ZHANG,8.36
W,Taijiquan type routines 42 posture Taijiquan,C,KGZ,Elina ISAKOVA,8.34
W,Taijiquan type routines Other Taijiquan,C,USA,Emma HUANG,8.64
W,Taijiquan type routines Other Taijiquan,C,HKG,LIU Hoi Man,8.54
W,Taijiquan type routines Other Taijiquan,C,AIN,Kira MOKHOVA,8.49
W,Taijiquan type routines Other Taijiquan,C,USA,Samantha LU,8.46
W,Taijiquan type routines Other Taijiquan,C,TUN,Manai ZEINEB,8.39
W,Taijiquan type routines Other Taijiquan,C,ROU,Lorena Larisa GHIDUT,8.37
W,Taijiquan type routines Other Taijiquan,C,KAZ,Aiymzhan KUZEMBAY,8.33
W,Taijiquan type routines Other Taijiquan,C,ROU,Oana Vasilica BELEAN,8.2
W,Taijiquan type routines Other routines,A,USA,Ellie SUN,7.46
W,Taijiquan type routines Other routines,A,NZL,Tanya Tianran YANG,7.43
W,Taijiquan type routines Other routines,A,AUS,Belinda Xinghui LI,7.16
W,Taijiquan type routines Other routines,B,MAS,TAN Jaslyn Yu Ching,8.61
W,Taijiquan type routines Other routines,B,CAN,Ching Lam Katelyn CHOY,8.57
W,Taijiquan type routines Other routines,B,NZL,Annie HARRIS,8.45
W,Taijiquan type routines Other routines,B,HKG,LYU Xinyi Evelyn,8.4
W,Taijiquan type routines Other routines,B,CAN,LI Wanglan,8.39
W,Taijiquan type routines Other routines,B,ROU,Sofia Maria ILIE,8.32
W,Taijiquan type routines Other routines,B,ROU,Alexandra Jasmine TECI,8.24
W,Taijiquan type routines Other routines,B,USA,Seyed Dana KEYHANI ZEYABERI,7.85
W,Taijiquan type routines 42 posture Taijiquan,B,HKG,LIN Sophie Isabella,8.62
W,Taijiquan type routines 42 posture Taijiquan,B,BRU,Meagan Marie KEASBERRY,8.5
W,Taijiquan type routines 42 posture Taijiquan,B,HKG,LU Xinqi Kiki,8.49
W,Taijiquan type routines 42 posture Taijiquan,B,NZL,Amberbi WANG,8.48
W,Taijiquan type routines 42 posture Taijiquan,B,HKG,ZHANG Yuanjia,8.45
W,Taijiquan type routines 42 posture Taijiquan,B,NZL,Ziyan ZHOU,8.44
W,Taijiquan type routines 42 posture Taijiquan,B,BRU,Lauren Emily CHUA,8.41
W,Taijiquan type routines 42 posture Taijiquan,B,CAN,Shiwen LI,8.4
W,Taijiquan type routines 42 posture Taijiquan,B,BRU,Natalie Xin Ying ONG,8.39
W,Taijiquan type routines 42 posture Taijiquan,B,IND,Aradhya _,8.06
W,Taijiquan type routines 42 posture Taijiquan,B,UKR,Kristina CHUKANOVA,8.01
M,Taijiquan type routines Other routines,A,CAN,Yiyuan Jonathan ZHANG,7.53
M,Taijiquan type routines Other routines,A,CAN,Jinrong Jayden ZHANG,7.49
M,Taijiquan type routines Other routines,A,BRU,Samuel Yong Jun ONG,7.4
M,Taijiquan type routines Other routines,B,CAN,Junchen YANG,8.54
M,Taijiquan type routines Other routines,B,HKG,WONG Yu Chit,8.5
M,Taijiquan type routines Other routines,B,NZL,Oliver QIAO,8.4
M,Taijiquan type routines Other routines,B,FRA,Félicien Zhi - Yi DU,8.31
M,Taijiquan type routines Other routines,B,HKG,LEUNG Jonas Ka Fuk,8.3
M,Taijiquan type routines Other routines,B,NZL,HUANG Ziyi,8.29
M,Taijiquan type routines Other routines,B,ROU,Alexandru UDISTEANU ASLAN,8.22
M,Taijiquan type routines,C,USA,Kaden WONG,8.62
M,Taijiquan type routines,C,USA,Kadyn WONG,8.54
M,Taijiquan type routines,C,LAT,Roberts RITENBERGS,8.46
M,Taijiquan type routines,C,AIN,Artem BOLKHOVITIN,8.42
M,Taijiquan type routines,C,ITA,Matteo MURENU,8.41
M,Taijiquan type routines,C,AIN,Zakhar ZHDANOV,8.37
M,Single weapon routines Dao (Broadsword),A,HKG,FUNG Yat,7.61
M,Single weapon routines Dao (Broadsword),A,USA,Frank LI,7.53
M,Single weapon routines Dao (Broadsword),A,SGP,CHEW Alexander,7.43
M,Single weapon routines Dao (Broadsword),A,MAS,TEOH Brandon Han Yuan,7.37
M,Single weapon routines Dao (Broadsword),A,MAS,LIM Bryan Gao Xuan,7.31
M,Single weapon routines Dao (Broadsword),A,IND,Messi LAISHRAM,7.3
M,Single weapon routines Dao (Broadsword),A,AUS,Yiming Ace LI,7.26
M,Single weapon routines Dao (Broadsword),A,HKG,LAI Ming Yeung Ethan,7.24
M,Single weapon routines Dao (Broadsword),A,HKG,GONG Xinyu,7.2
M,Single weapon routines Dao (Broadsword),A,BRU,Jacob Oliver CHUA,7.18
M,Single weapon routines Dao (Broadsword),A,TJK,Muhammadsaid ABDURASHIDOV,7.06
M,Single weapon routines Jian (Straight Sword),A,FRA,Lorenzo REZZONICO,7.85
M,Single weapon routines Jian (Straight Sword),A,INA,Brandon GUNAWAN,7.82
M,Single weapon routines Jian (Straight Sword),A,HKG,ZHENG Adrian,7.74
M,Single weapon routines Jian (Straight Sword),A,HKG,LYU Mingqian,7.69
M,Single weapon routines Jian (Straight Sword),A,HKG,LO Brandon Chak Kwan,7.68
M,Single weapon routines Jian (Straight Sword),A,USA,Kai Parker AU-YEUNG,7.65
M,Single weapon routines Jian (Straight Sword),A,USA,Zephyr Alexander REGAN,7.56
M,Single weapon routines Jian (Straight Sword),A,MEX,Santiago ATANACIO CASAS,7.38
M,Single weapon routines Gun (Cudgel/Staff),A,MAC,CHAN Fengze,7.43
M,Single weapon routines Gun (Cudgel/Staff),A,LAT,Ilja KISELOVS,7.36
M,Single weapon routines Gun (Cudgel/Staff),A,NZL,Ruize GUI,7.31
M,Single weapon routines Gun (Cudgel/Staff),A,CAN,Eden Jing Cheng LIU,7.3
M,Single weapon routines Gun (Cudgel/Staff),A,USA,Atharva DATAR,7.27
M,Single weapon routines Gun (Cudgel/Staff),A,CAN,LI Wangsen,7.24
M,Single weapon routines Gun (Cudgel/Staff),A,AUS,Jones Dave SANJO,7.23
M,Single weapon routines Gun (Cudgel/Staff),A,CAN,Ronghou LI,7.22
M,Single weapon routines Gun (Cudgel/Staff),A,USA,Hardy WANG,7.18
M,Single weapon routines Gun (Cudgel/Staff),A,NZL,Nitai GRBIN,7.15
M,Single weapon routines Gun (Cudgel/Staff),A,CAN,Zizai YU,7.13
M,Single weapon routines Gun (Cudgel/Staff),A,EGY,Omar KARAMALLA,7.12
M,Single weapon routines Gun (Cudgel/Staff),A,USA,Kevin Jingcheng ZHANG,6.94
M,Single weapon routines Pudao,A,SGP,TAN Timothy Sung Kai,7.63
M,Single weapon routines Pudao,A,AIN,Artem SHEDKO,7.55
M,Single weapon routines Pudao,A,INA,Muhammad Rifat Azhar WIBOWO,7.47
M,Single weapon routines Pudao,A,INA,Kenzo Athalla KAFI,7.45
M,Single weapon routines Pudao,A,NZL,Noah Junwei LIU,7.31
M,Single weapon routines Pudao,A,MEX,Sergio Leonardo ABARCA CAZARES,7.29
M,Single weapon routines Pudao,D,AIN,Dmitrii TIUNOV,9.06
M,Single weapon routines Pudao,D,AIN,Nikita KOZLOV,9.03
M,Single weapon routines Pudao,D,SVK,Martin MALy,8.92
M,Single weapon routines Pudao,D,TUR,Necmettin Erbakan AKYUZ,8.83
M,Single weapon routines Pudao,D,SGP,CHENG Kei Win,8.8
M,Single weapon routines Pudao,D,MEX,Jesús Alfredo LIRA ACOSTA,8.77
M,Single weapon routines Pudao,D,FRA,Wilfried MAQUIN,8.75
M,Single weapon routines Pudao,D,AUS,Jacky CHEN,8.71
M,Single weapon routines Pudao,D,ESP,Francisco COLLADO SAIZ,8.7
M,Single weapon routines Pudao,D,MEX,Luis Arturo GONZALEZ MARMOLEJO,8.68
M,Single weapon routines Pudao,D,GEO,Giorgi ONIANI,8.66
M,Single weapon routines Pudao,D,POR,Bruno SOUSA,8.65
M,Single weapon routines Pudao,D,ARG,Elias Edgardo CHAIHORT,8.56
M,Single weapon routines Pudao,D,GBR,Guy Richard Ian TOKLEY,8.5
M,Single weapon routines Dao (Broadsword),D,MAC,CHEUNG Ioi Chit,9.03
M,Single weapon routines Dao (Broadsword),D,AIN,Ilias KHUSNUTDINOV,9.02
M,Single weapon routines Dao (Broadsword),D,GER,Kai JANSEN,9.01
M,Single weapon routines Dao (Broadsword),D,AIN,Amgalan ZHIGZHITOV,8.97
M,Single weapon routines Dao (Broadsword),D,TUR,Yusuf Sadi ACAR,8.91
M,Single weapon routines Dao (Broadsword),D,AIN,Gleb BURDOV,8.9
M,Single weapon routines Dao (Broadsword),D,AUS,Fan-bo KONG,8.82
M,Single weapon routines Dao (Broadsword),D,ITA,Giorgio MARCHESI,8.79
M,Single weapon routines Dao (Broadsword),D,TJK,Fotekh TABAROV,8.73
M,Single weapon routines Dao (Broadsword),D,TUR,Kaan KUCUKAKYUZ,8.72
M,Single weapon routines Dao (Broadsword),D,HKG,YU Pui Lam,8.71
M,Single weapon routines Dao (Broadsword),D,GRE,Konstantinos PAPAEFTHYMIOU,8.7
M,Single weapon routines Dao (Broadsword),D,NED,Tygo MAAS,8.68
M,Single weapon routines Dao (Broadsword),D,USA,Lyman CHEN,8.66
M,Single weapon routines Dao (Broadsword),D,CZE,Petr BURES,8.65
M,Single weapon routines Dao (Broadsword),D,GEO,Giorgi GERMANOZASHVILI,8.62
M,Single weapon routines Dao (Broadsword),D,MEX,Angel Julian GOMEZ RODRIGUEZ,8.57
M,Single weapon routines Dao (Broadsword),D,USA,Tyrese CARROLL,8.53
M,Single weapon routines Dao (Broadsword),D,MEX,Bruno Gabriel DUENAS PINON,8.52
M,Single weapon routines Dao (Broadsword),D,USA,Andrew TAN,8.5
M,Single weapon routines Dao (Broadsword),D,SVK,Radoslav MORAVcíK,8.49
M,Single weapon routines Dao (Broadsword),D,HUN,Dominik Norbert MEIXNER,8.42
M,Single weapon routines Dao (Broadsword),D,EGY,Mohamed SHATA,8.28
M,Single weapon routines Jian (Straight Sword),D,AIN,Pavel MURATOV,8.98
M,Single weapon routines Jian (Straight Sword),D,AIN,Dmitrii MININ,8.93
M,Single weapon routines Jian (Straight Sword),D,USA,Alex Zhaoyi NI,8.91
M,Single weapon routines Jian (Straight Sword),D,TUR,Ahmet Taha KESKIN,8.88
M,Single weapon routines Jian (Straight Sword),D,SVK,Patrik HATALA,8.87
M,Single weapon routines Jian (Straight Sword),D,CAN,Evan Hong Bo LIU,8.85
M,Single weapon routines Jian (Straight Sword),D,UKR,Artem HASHCHUK,8.84
M,Single weapon routines Jian (Straight Sword),D,ESP,Dan RIO RODRIGUEZ,8.82
M,Single weapon routines Jian (Straight Sword),D,GRE,Dimitrios Ioannis MATHIOPOULOS,8.81
M,Single weapon routines Jian (Straight Sword),D,LAT,Aleksandrs GORSKIS,8.74
M,Single weapon routines Jian (Straight Sword),D,ITA,Ivo ZEDDA,8.72
M,Single weapon routines Jian (Straight Sword),D,IND,Bhanu SINGH,8.7
M,Single weapon routines Jian (Straight Sword),D,ITA,Claudio DI BENEDETTO,8.68
M,Single weapon routines Jian (Straight Sword),D,HUN,Domonkos GRóF,8.63
M,Single weapon routines Jian (Straight Sword),D,USA,Daniel DOYLE,8.61
M,Single weapon routines Jian (Straight Sword),D,BRA,Bruno DE AMORIM ARANTES,8.61
M,Single weapon routines Jian (Straight Sword),D,AUS,Alexander Ha TERREY,8.6
M,Single weapon routines Jian (Straight Sword),D,FRA,Murphy MOU SANG,8.59
M,Single weapon routines Jian (Straight Sword),D,MAS,TUNG Ho Yen,8.59
M,Single weapon routines Jian (Straight Sword),D,BRA,Fabio MOREIRA DE ARAUJO,8.54
M,Single weapon routines Jian (Straight Sword),D,MEX,Diego Armando CORREA IXTEPAN,8.48
M,Single weapon routines Jian (Straight Sword),D,HUN,Gergely Lóránd BoDY,8.45
M,Single weapon routines Gun (Cudgel/Staff),D,ESP,Francisco GARCIA MAZUECOS,8.89
M,Single weapon routines Gun (Cudgel/Staff),D,HKG,YEUNG Cheuk Yin,8.85
M,Single weapon routines Gun (Cudgel/Staff),D,USA,Jeffrey CHON,8.81
M,Single weapon routines Gun (Cudgel/Staff),D,NED,Ferran Tomás NIEUWKAMER SANCHEZ,8.78
M,Single weapon routines Gun (Cudgel/Staff),D,CAN,Jiachen PENG,8.77
M,Single weapon routines Gun (Cudgel/Staff),D,TUR,Osman YALKIN,8.71
M,Single weapon routines Gun (Cudgel/Staff),D,CZE,Matej KRATKY,8.7
M,Single weapon routines Gun (Cudgel/Staff),D,GEO,Saba EDILASHVILI,8.67
M,Single weapon routines Gun (Cudgel/Staff),D,EGY,Moaz Mahmoud Fathy Sayed,8.67
M,Single weapon routines Gun (Cudgel/Staff),D,JPN,ENOKAWA Oga,8.66
M,Single weapon routines Gun (Cudgel/Staff),D,HUN,Bence Róbert KIS,8.65
M,Single weapon routines Gun (Cudgel/Staff),D,ITA,Umberto NACHIRO,8.64
M,Single weapon routines Gun (Cudgel/Staff),D,BEL,Loic HENRIOULLE,8.6
M,Single weapon routines Gun (Cudgel/Staff),D,FRA,Nicolas GU,8.59
M,Single weapon routines Gun (Cudgel/Staff),D,ROU,Florin Alexandru BARICA,8.58
M,Single weapon routines Gun (Cudgel/Staff),D,USA,Yaseen GHANEM,8.56
M,Single weapon routines Gun (Cudgel/Staff),D,BEL,Jonathan VERHEYEN,8.56
M,Single weapon routines Gun (Cudgel/Staff),D,AUS,Kin Cheung HO,8.51
M,Single weapon routines Gun (Cudgel/Staff),D,AUS,Xun Hao HUANG,8.5
M,Single weapon routines Gun (Cudgel/Staff),D,AUS,Nathan NGHIEM,8.48
M,Single weapon routines Gun (Cudgel/Staff),D,FRA,Martin MASSON,8.45
M,Single weapon routines Gun (Cudgel/Staff),D,EGY,Fares ELSHOURBAGI,8.44
M,Single weapon routines Qiang (Spear),D,UKR,Bohdan NAIDA,8.98
M,Single weapon routines Qiang (Spear),D,ITA,Michele GAMBINO,8.79
M,Single weapon routines Qiang (Spear),D,NED,Jesse KONICKX,8.73
M,Single weapon routines Qiang (Spear),D,SGP,SNG Hao Yang Jonas,8.73
M,Single weapon routines Qiang (Spear),D,GRE,Ioannis TASOPOULOS,8.63
M,Single weapon routines Qiang (Spear),D,FRA,Anouchith MICHANHOM,8.63
M,Single weapon routines Qiang (Spear),D,BEL,Mathéo GOLLAS,8.62
M,Single weapon routines Qiang (Spear),D,SUI,Ivan SIMIC,8.61
M,Single weapon routines Qiang (Spear),D,USA,Rory HYTREK,8.46
M,Single weapon routines Qiang (Spear),D,AUS,Chun Tak Jaydon TSE,8.42
M,Single weapon routines Qiang (Spear),D,POR,Rodrigo SANTOS,8.3
M,Single weapon routines Guandao (Kwan Dao),C,SGP,KALUARACHCHI Devin Tharunuwan,8.85
M,Single weapon routines Guandao (Kwan Dao),C,GEO,David GULISASHVILI,8.82
M,Single weapon routines Guandao (Kwan Dao),C,ITA,Alessandro SIRTO,8.78
M,Single weapon routines Guandao (Kwan Dao),C,BRA,Caio Cesar ZANA,8.75
M,Single weapon routines Guandao (Kwan Dao),C,BRA,Flavio Henrique CASSIANO,8.74
M,Single weapon routines Guandao (Kwan Dao),C,MEX,Carlos Omar SIERRA VILLAR,8.73
M,Single weapon routines Guandao (Kwan Dao),C,GRE,Konstantinos LAMPADAS,8.72
M,Single weapon routines Guandao (Kwan Dao),C,AUS,Xun Tao HUANG,8.71
M,Single weapon routines Guandao (Kwan Dao),C,SUI,Leandro GARCIA,8.68
M,Single weapon routines Guandao (Kwan Dao),C,NED,Hill Fung IP,8.64
M,Single weapon routines Guandao (Kwan Dao),C,MAS,TEOH Bernard Meng Siang,8.46
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,HKG,TING Kin Sing Kinson,9.1
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,AIN,Kamil KHALILIULIN,8.99
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,MAC,LEONG Chou Fong,8.95
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,AIN,Dierbek DUISHABOEV,8.87
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,HKG,CHOW Chun Yu,8.84
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,UKR,Danylo POTURYMETS,8.81
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,TUR,Deniz SABOTIC,8.81
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,BRA,Anthony DA SILVA CAPELAZZO,8.78
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,TJK,Mirzodalerkhon KHURSHEDZODA,8.76
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,AIN,Rinat KUCHUMOV,8.75
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,UKR,Mykyta KOVALOV,8.72
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,ITA,Matteo TESTARDINI,8.68
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,TJK,Ilyoskhon VALIEV,8.65
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,TJK,Khushang RAJABOV,8.62
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,ROU,Victor HASIEGANU,8.58
M,Single weapon routines Nangun (Southern Staff/Cudgel),D,TJK,Abbos JURAEV,8.58
M,Double weapon routines Shuangbishou (Double Daggers),D,POL,Tomasz BILUT,8.77
M,Double weapon routines Shuangbishou (Double Daggers),D,POL,Lukasz Mateusz MASLANKA,8.72
M,Double weapon routines Shuangbishou (Double Daggers),D,BRA,Bruno PAIXaO FERRARI,8.72
M,Double weapon routines Shuangbishou (Double Daggers),D,POL,Franciszek Jan DERZKO,8.67
M,Double weapon routines Shuangbishou (Double Daggers),D,BUL,Mario PETRUNOV,8.46
M,Double weapon routines Shuangbishou (Double Daggers),D,BUL,Georgi NIKOLOV,8.42
M,Double weapon routines Other routines,D,BRA,Dennis RODRIGUES MADRUGA,8.74
M,Double weapon routines Other routines,D,AUS,Declan Joe UPPINGTON,8.73
M,Double weapon routines Other routines,D,FRA,Kévin KE,8.67
M,Double weapon routines Other routines,D,ROU,Ioan Daniel STAN,8.48
M,Double weapon routines Other routines,D,HKG,WONG Cho Wai Gabriel,8.13
M,Single weapon routines Other routines,D,SGP,YAP Wei Sheng Wilson,8.98
M,Single weapon routines Other routines,D,BRA,Lucas MACHADO FRADE GALATI,8.86
M,Single weapon routines Other routines,D,IND,Arkeshwar MEDATWAL,8.64
M,Single weapon routines Other routines,D,MAC,YUEN Kam Weng,8.63
M,Single weapon routines Other routines,D,SUI,Igor SIMIC,8.59
M,Single weapon routines Taijidao,E,AUS,Mitchell BROWN,8.7
M,Single weapon routines Taijidao,E,ESP,Francisco Javier ARNANZ SOTELO,8.56
M,Single weapon routines Taijidao,E,GBR,Stanislav BALTSEZAK,8.46
M,Single weapon routines Taijidao,E,AUS,Dhimesh Ramesh Patel,8.32
M,Single weapon routines Taijidao,E,FRA,Norman PRADES,8.18
M,Single weapon routines Chen Style Taijijian,E,USA,Cheng ZHANG,8.68
M,Single weapon routines Chen Style Taijijian,E,AUS,Sherman Shu Hang MAK,8.63
M,Single weapon routines Chen Style Taijijian,E,BUL,Ivo GEORGIEV,8.58
M,Single weapon routines Chen Style Taijijian,E,ITA,Antonio PIGNATARO,8.57
M,Single weapon routines Chen Style Taijijian,E,USA,Scott SPENCER,8.56
M,Single weapon routines Chen Style Taijijian,E,BRA,Sergio Minoru TANOSHI,8.51
M,Single weapon routines Chen Style Taijijian,E,MAS,WONG Chien Kian,8.49
M,Single weapon routines Chen Style Taijijian,E,USA,Aleksandr SMIRNOV,8.48
M,Single weapon routines Chen Style Taijijian,E,GEO,Lasha SUMBULASHVILI,8.47
M,Single weapon routines Chen Style Taijijian,E,POL,Robert Pawel MAsLANKA,8.46
M,Single weapon routines Other Taijijian,E,GBR,Barry James PHELAN,8.69
M,Single weapon routines Other Taijijian,E,SGP,WONG Kwai Wah,8.58
M,Single weapon routines Other Taijijian,E,JPN,IWAMOTO Kunishige,8.5
M,Single weapon routines Other Taijijian,E,ARG,Diego Javier GONZALEZ,8.48
M,Single weapon routines Other Taijijian,E,AUS,Walter The Khuong LY,8.47
M,Single weapon routines Other Taijijian,E,MEX,Alberto MORALES ROJAS,8.46
M,Single weapon routines Other Taijijian,E,SUI,Alexandre ORICCHIO,8.45
M,Single weapon routines Other Taijijian,E,HKG,CHOI Yik Ching,8.44
M,Single weapon routines Other Taijijian,E,USA,Alan HIRAHARA,8.43
M,Single weapon routines Other Taijijian,E,MEX,Cesar HERRERA JIMENEZ,8.41
M,Single weapon routines Other Taijijian,E,AUS,Wei Wen RUAN,8.38
M,Single weapon routines Other Taijijian,E,ARG,Humberto De Jesus VEGA ROMO,8.34
M,Single weapon routines Other Taijijian,E,NZL,Owen LOEFFELLECHNER,8.32
M,Single weapon routines Other Taijijian,E,USA,Orvie THUMEL,8.25
M,Single weapon routines Taijishan,E,SGP,LIM Che How,8.96
M,Single weapon routines Taijishan,E,CZE,Milan HOREJS,8.62
M,Single weapon routines Taijishan,E,CZE,Tomas RIHACEK,8.52
M,Single weapon routines Taijishan,E,POL,Wlodzimierz Ziec,8.4
M,Single weapon routines Taijishan,E,POR,Bruno RIBEIRO,8.36
M,Double weapon routines,E,ESP,Vicente Miguel RAJA CATALA,8.78
M,Double weapon routines,E,BRA,Jose Augusto DA SILVA JUNIOR,8.71
M,Double weapon routines,E,BRA,Richard LEUTZ,8.67
M,Double weapon routines,E,BRA,Marcos DIMANFA BONGIANNI,8.62
M,Double weapon routines,E,POL,Marcin Jacek ZARóD,8.57
M,Double weapon routines,E,USA,Kevin LAW,8.55
M,Double weapon routines,E,FRA,Ludovic REY,8.51
M,Double weapon routines,E,POL,Lukasz Arkadiusz DERZKO,8.49
M,Double weapon routines,E,INA,Iwan Setiawan NG,8.45
M,Single weapon routines Dao (Broadsword),B,USA,Matthew Yum Ping WONG,8.55
M,Single weapon routines Dao (Broadsword),B,USA,Aaron LIANG,8.54
M,Single weapon routines Dao (Broadsword),B,SGP,CHIA Hong Jie Ayden,8.53
M,Single weapon routines Dao (Broadsword),B,KAZ,Eldar BALABEKOV,8.51
M,Single weapon routines Dao (Broadsword),B,POL,Adam WARGACKI,8.48
M,Single weapon routines Dao (Broadsword),B,MAS,TAN Darren Guan Liang,8.45
M,Single weapon routines Dao (Broadsword),B,AUS,Haolong Carlos LI,8.42
M,Single weapon routines Dao (Broadsword),B,BRU,Qayden Ming Yi YII,8.4
M,Single weapon routines Dao (Broadsword),B,MAC,LI Pengcheng,8.38
M,Single weapon routines Dao (Broadsword),B,USA,Gottlieb ZHU,8.37
M,Single weapon routines Dao (Broadsword),B,FRA,Félicien Zhi - Yi DU,8.36
M,Single weapon routines Dao (Broadsword),B,USA,Bryan TSUN,8.35
M,Single weapon routines Dao (Broadsword),B,EGY,Mhamed MOUSTAFA,8.21
M,Single weapon routines Dao (Broadsword),B,EGY,Mansour ELALAMI,7.91
M,Single weapon routines Jian (Straight Sword),B,SVK,Martin GáLIS,8.61
M,Single weapon routines Jian (Straight Sword),B,HKG,WONG Remus,8.56
M,Single weapon routines Jian (Straight Sword),B,ITA,Mark SECCI,8.44
M,Single weapon routines Jian (Straight Sword),B,IND,Sri Varshan SURESH KUMAR,8.34
M,Single weapon routines Jian (Straight Sword),B,USA,Yabin YANG,8.32
M,Single weapon routines Jian (Straight Sword),B,BRA,Lorenzo SAVIANE ANTOGNOLLI,8.27
M,Single weapon routines Jian (Straight Sword),B,ROU,Andrei UDISTEANU ASLAN,8.2
M,Single weapon routines Gun (Cudgel/Staff),B,GRE,Konstantinos LIAPIS,8.57
M,Single weapon routines Gun (Cudgel/Staff),B,BRA,Leonardo SOARES FONDELLO,8.52
M,Single weapon routines Gun (Cudgel/Staff),B,KAZ,Rinat MARAYEV,8.51
M,Single weapon routines Gun (Cudgel/Staff),B,USA,Julian THIO,8.49
M,Single weapon routines Gun (Cudgel/Staff),B,MAS,NG Ricky Jia Cheng,8.46
M,Single weapon routines Gun (Cudgel/Staff),B,GRE,Odysseas THEODOROU,8.45
M,Single weapon routines Gun (Cudgel/Staff),B,USA,Aaron FENG,8.43
M,Single weapon routines Gun (Cudgel/Staff),B,MAC,CHAN Chi Hin,8.42
M,Single weapon routines Gun (Cudgel/Staff),B,AUS,Robin Yubin ZHENG,8.4
M,Single weapon routines Gun (Cudgel/Staff),B,USA,Miles GAAN,8.39
M,Single weapon routines Gun (Cudgel/Staff),B,CAN,Jing Hao Alexander NG,8.38
M,Single weapon routines Gun (Cudgel/Staff),B,USA,Logan Xavier AU-YEUNG,8.36
M,Single weapon routines Gun (Cudgel/Staff),B,AUS,Austin Dave SANJO,8.31
M,Single weapon routines Gun (Cudgel/Staff),B,AUS,Ray Yuen HO,8.23
M,Single weapon routines Gun (Cudgel/Staff),B,EGY,Elsayed ELSHERBINI,8.16
W,Single weapon routines Jian (Straight Sword),D,CHN,WANG Ben,9.07
W,Single weapon routines Jian (Straight Sword),D,CHN,LV Jiawen,9
W,Single weapon routines Jian (Straight Sword),D,AIN,Alina BUTRINOVA,8.8
W,Single weapon routines Jian (Straight Sword),D,UKR,Yana POLTORATSKA,8.77
W,Single weapon routines Jian (Straight Sword),D,LAT,Polina MALAHOVA,8.76
W,Single weapon routines Jian (Straight Sword),D,SVK,Hanka HATALOVá,8.61
W,Single weapon routines Jian (Straight Sword),D,UKR,Svitlana ZAVIALOVA,8.54
W,Single weapon routines Jian (Straight Sword),D,POL,Patrycja Anna KOLASKA,8.52
W,Single weapon routines Jian (Straight Sword),D,POR,Inês SOARES,8.48
W,Single weapon routines Jian (Straight Sword),D,ESP,Zaida GARCíA DE LA GALANA ALIRANGUES,8.4
W,Single weapon routines Jian (Straight Sword),D,ROU,Cezara GORAN,8.34
W,Single weapon routines Jian (Straight Sword),D,HUN,Hanna DANCS,8.29
W,Single weapon routines Jian (Straight Sword),D,ARG,Ayelen Sabrina RANDAZZO,8.16
W,Single weapon routines Gun (Cudgel/Staff),D,TUR,Zeynep Makbule AKYUZ,8.83
W,Single weapon routines Gun (Cudgel/Staff),D,AIN,Evgenia PAVLOVA,8.71
W,Single weapon routines Gun (Cudgel/Staff),D,UKR,Lidiia SOBOL,8.7
W,Single weapon routines Gun (Cudgel/Staff),D,KAZ,Dayana KUSPANOVA,8.53
W,Single weapon routines Gun (Cudgel/Staff),D,MAC,LEI Un Si,8.51
W,Single weapon routines Gun (Cudgel/Staff),D,POL,Emilia Marta RYCHLEWSKA,8.48
W,Single weapon routines Gun (Cudgel/Staff),D,ITA,Letizia Giulietta TEDOLDI,8.47
W,Single weapon routines Gun (Cudgel/Staff),D,GRE,Panagiota Aikaterini MATHIOPOULOU,8.46
W,Single weapon routines Gun (Cudgel/Staff),D,NED,Nicole Amely Mikhailovna USACHEV,8.45
W,Single weapon routines Gun (Cudgel/Staff),D,IND,Purnima LINDA,8.44
W,Single weapon routines Gun (Cudgel/Staff),D,GRE,Margarita PAGONI,8.43
W,Single weapon routines Gun (Cudgel/Staff),D,BRA,Pamela RAMAZZOTTI GOMES,8.41
W,Single weapon routines Gun (Cudgel/Staff),D,KGZ,Aisalkyn TASHMATOVA,8.39
W,Single weapon routines Gun (Cudgel/Staff),D,GRE,Konstantina FOTEINOGIANNOPOULOU,8.33
