pick_overall,team,player_name,college,years_played,games_played,total_mins_played,total_pts,total_rebounds,total_assists,fg_percent,three_pt_percent,ft_percent,win_shares,win_shares_per_48,draft_year,mins_per_game,pts_per_game,rebounds_per_game,assists_per_game,round_picked,pick_in_round,draft_pick_group
2,TOR,Marcus Camby,UMass,17,973,28684,9262,9513,1837,0.466,0.205,0.67,81.6,0.137,1996,29.5,9.5,9.8,1.9,1,2,Picks 1-10
3,MEM,Shareef Abdur-Rahim,California,12,830,28882,15028,6239,2109,0.472,0.297,0.81,71.2,0.118,1996,34.8,18.1,7.5,2.5,1,3,Picks 1-10
4,MIL,Stephon Marbury,Georgia Tech,13,846,31891,16297,2516,6471,0.433,0.325,0.784,77.5,0.117,1996,37.7,19.3,3,7.6,1,4,Picks 1-10
5,MIN,Ray Allen,UConn,18,1300,46344,24505,5272,4361,0.452,0.4,0.894,145.1,0.15,1996,35.6,18.9,4.1,3.4,1,5,Picks 1-10
6,BOS,Antoine Walker,Kentucky,12,893,31531,15647,6891,3170,0.414,0.325,0.633,38.1,0.058,1996,35.3,17.5,7.7,3.5,1,6,Picks 1-10
7,LAC,Lorenzen Wright,Memphis,13,778,18535,6191,4943,622,0.459,0.069,0.645,30.5,0.079,1996,23.8,8,6.4,0.8,1,7,Picks 1-10
8,BRK,Kerry Kittles,Villanova,8,507,16929,7165,1983,1295,0.439,0.378,0.78,44.8,0.127,1996,33.4,14.1,3.9,2.6,1,8,Picks 1-10
9,DAL,Samaki Walker,Louisville,10,445,7612,2376,2089,252,0.462,0.111,0.63,14.2,0.089,1996,17.1,5.3,4.7,0.6,1,9,Picks 1-10
10,IND,Erick Dampier,Mississippi State,16,987,24003,7309,7005,817,0.498,0.125,0.626,52.7,0.105,1996,24.3,7.4,7.1,0.8,1,10,Picks 1-10
11,GSW,Todd Fuller,NC State,5,225,2500,835,674,46,0.422,0,0.668,2.2,0.041,1996,11.1,3.7,3,0.2,1,11,Picks 11-20
12,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,0.479,0.167,0.694,15.5,0.064,1996,19,6.5,4.5,0.7,1,12,Picks 11-20
13,CHA,Kobe Bryant,NA,20,1346,48637,33643,7047,6306,0.447,0.329,0.837,172.7,0.17,1996,36.1,25,5.2,4.7,1,13,Picks 11-20
14,SAC,Peja Stojaković,NA,13,804,26966,13647,3782,1408,0.45,0.401,0.895,82.6,0.147,1996,33.5,17,4.7,1.8,1,14,Picks 11-20
15,PHO,Steve Nash,Santa Clara,18,1217,38069,17387,3642,10335,0.49,0.428,0.904,129.7,0.164,1996,31.3,14.3,3,8.5,1,15,Picks 11-20
16,CHA,Tony Delk,Kentucky,10,545,11702,4957,1351,1024,0.408,0.343,0.769,19.5,0.08,1996,21.5,9.1,2.5,1.9,1,16,Picks 11-20
17,POR,Jermaine O'Neal,NA,18,1011,27364,13309,7261,1369,0.467,0.147,0.715,66,0.116,1996,27.1,13.2,7.2,1.4,1,17,Picks 11-20
18,NYK,John Wallace,Syracuse,7,381,6143,2901,1061,281,0.462,0.3,0.74,6.4,0.05,1996,16.1,7.6,2.8,0.7,1,18,Picks 11-20
19,NYK,Walter McCarty,Kentucky,10,593,10374,3056,1554,670,0.392,0.346,0.698,13.7,0.064,1996,17.5,5.2,2.6,1.1,1,19,Picks 11-20
20,CLE,Zydrunas Ilgauskas,NA,13,843,22965,10976,6191,955,0.476,0.31,0.78,66.3,0.139,1996,27.2,13,7.3,1.1,1,20,Picks 11-20
21,NYK,Dontae' Jones,Mississippi State,1,15,91,44,9,5,0.333,0.261,0,-0.3,-0.175,1996,6.1,2.9,0.6,0.3,1,21,Picks 21-30
22,MEM,Roy Rogers,Alabama,3,137,2309,652,483,57,0.483,0.5,0.532,1.7,0.035,1996,16.9,4.8,3.5,0.4,1,22,Picks 21-30
23,DEN,Efthimios Rentzias,NA,1,35,144,52,26,7,0.339,0.5,0.889,0.2,0.058,1996,4.1,1.5,0.7,0.2,1,23,Picks 21-30
24,LAL,Derek Fisher,Little Rock,18,1287,32719,10713,2658,3804,0.399,0.374,0.817,62.3,0.091,1996,25.4,8.3,2.1,3,1,24,Picks 21-30
25,UTA,Martin Müürsepp,NA,2,83,951,389,181,50,0.425,0.323,0.693,2,0.1,1996,11.5,4.7,2.2,0.6,1,25,Picks 21-30
26,DET,Jerome Williams,Georgetown,9,587,12755,3865,3743,474,0.502,0.038,0.645,37.9,0.143,1996,21.7,6.6,6.4,0.8,1,26,Picks 21-30
27,ORL,Brian Evans,Indiana,3,102,1097,375,164,77,0.381,0.343,0.82,1.7,0.076,1996,10.8,3.7,1.6,0.8,1,27,Picks 21-30
28,ATL,Priest Lauderdale,Central State University,2,74,525,255,143,33,0.472,0,0.554,-0.8,-0.074,1996,7.1,3.4,1.9,0.4,1,28,Picks 21-30
29,CHI,Travis Knight,UConn,7,371,4566,1276,1160,224,0.438,0.259,0.696,7.9,0.083,1996,12.3,3.4,3.1,0.6,1,29,Picks 21-30
1,SAS,Tim Duncan,Wake Forest,19,1392,47368,26496,15091,4225,0.506,0.179,0.696,206.4,0.209,1997,34,19,10.8,3,1,1,Picks 1-10
2,PHI,Keith Van Horn,Utah,9,575,18150,9206,3909,900,0.443,0.361,0.835,41.7,0.11,1997,31.6,16,6.8,1.6,1,2,Picks 1-10
3,BOS,Chauncey Billups,Colorado,17,1043,33008,15802,2992,5636,0.415,0.387,0.894,120.8,0.176,1997,31.6,15.2,2.9,5.4,1,3,Picks 1-10
4,MEM,Antonio Daniels,Bowling Green,13,872,19671,6623,1613,2934,0.444,0.311,0.793,47,0.115,1997,22.6,7.6,1.8,3.4,1,4,Picks 1-10
5,DEN,Tony Battie,Texas Tech,14,837,17649,5082,4287,522,0.488,0.162,0.69,36.4,0.099,1997,21.1,6.1,5.1,0.6,1,5,Picks 1-10
6,BOS,Ron Mercer,Kentucky,8,432,13418,5892,1342,921,0.429,0.25,0.808,9.4,0.034,1997,31.1,13.6,3.1,2.1,1,6,Picks 1-10
7,BRK,Tim Thomas,Villanova,13,824,21336,9454,3379,1272,0.437,0.369,0.758,35.2,0.079,1997,25.9,11.5,4.1,1.5,1,7,Picks 1-10
8,GSW,Adonal Foyle,Colgate,12,733,13060,2989,3461,344,0.477,0,0.499,18.7,0.069,1997,17.8,4.1,4.7,0.5,1,8,Picks 1-10
9,TOR,Tracy McGrady,NA,15,938,30658,18381,5276,4161,0.435,0.338,0.746,97.3,0.152,1997,32.7,19.6,5.6,4.4,1,9,Picks 1-10
10,MIL,Danny Fortson,Cincinnati,10,440,8832,3615,3184,301,0.472,0.167,0.785,22.3,0.121,1997,20.1,8.2,7.2,0.7,1,10,Picks 1-10
11,SAC,Tariq Abdul-Wahad,San Jose State,6,236,4807,1830,776,266,0.417,0.237,0.703,3.5,0.035,1997,20.4,7.8,3.3,1.1,1,11,Picks 11-20
12,IND,Austin Croshere,Providence,12,659,11480,4475,2649,627,0.407,0.34,0.861,27.6,0.115,1997,17.4,6.8,4,1,1,12,Picks 11-20
13,CLE,Derek Anderson,Kentucky,11,615,17975,7357,1988,2083,0.408,0.341,0.853,43.9,0.117,1997,29.2,12,3.2,3.4,1,13,Picks 11-20
14,LAC,Maurice Taylor,Michigan,9,534,13324,5889,2452,623,0.466,0.152,0.711,9.9,0.036,1997,25,11,4.6,1.2,1,14,Picks 11-20
15,DAL,Kelvin Cato,Iowa State,10,541,10617,2960,2874,244,0.507,0.077,0.644,28.6,0.129,1997,19.6,5.5,5.3,0.5,1,15,Picks 11-20
16,CLE,Brevin Knight,Stanford,12,729,18176,5342,1785,4481,0.412,0.134,0.789,32.6,0.086,1997,24.9,7.3,2.4,6.1,1,16,Picks 11-20
17,ORL,Johnny Taylor,Chattanooga,3,54,866,256,120,26,0.402,0.394,0.718,0.1,0.007,1997,16,4.7,2.2,0.5,1,17,Picks 11-20
18,POR,Chris Anstey,NA,3,155,2157,813,534,127,0.413,0.138,0.755,2.8,0.062,1997,13.9,5.2,3.4,0.8,1,18,Picks 11-20
19,DET,Scot Pollard,Kansas,11,506,8372,2222,2351,220,0.494,0,0.709,26.6,0.153,1997,16.5,4.4,4.6,0.4,1,19,Picks 11-20
20,MIN,Paul Grant,Wisconsin,2,16,111,29,18,3,0.448,0,0.375,-0.1,-0.043,1997,6.9,1.8,1.1,0.2,1,20,Picks 11-20
21,BRK,Anthony Parker,Bradley,9,494,13752,4478,1574,1129,0.444,0.404,0.794,24.5,0.085,1997,27.8,9.1,3.2,2.3,1,21,Picks 21-30
22,ATL,Ed Gray,California,2,60,809,373,73,46,0.339,0.341,0.814,0.1,0.009,1997,13.5,6.2,1.2,0.8,1,22,Picks 21-30
23,OKC,Bobby Jackson,Minnesota,12,755,16790,7344,2347,1945,0.417,0.354,0.793,31.4,0.09,1997,22.2,9.7,3.1,2.6,1,23,Picks 21-30
24,HOU,Rodrick Rhodes,USC,3,72,1234,380,88,121,0.347,0.2,0.62,-1.6,-0.064,1997,17.1,5.3,1.2,1.7,1,24,Picks 21-30
25,NYK,John Thomas,Minnesota,5,208,2253,560,432,60,0.502,0,0.591,3.2,0.067,1997,10.8,2.7,2.1,0.3,1,25,Picks 21-30
26,MIA,Charles Smith,New Mexico,5,142,1973,729,200,124,0.409,0.288,0.606,1.5,0.036,1997,13.9,5.1,1.4,0.9,1,26,Picks 21-30
27,UTA,Jacque Vaughn,Kansas,12,776,12658,3463,1028,1919,0.429,0.352,0.779,15.4,0.058,1997,16.3,4.5,1.3,2.5,1,27,Picks 21-30
28,CHI,Keith Booth,Maryland,2,45,449,130,97,39,0.325,0.091,0.563,-0.8,-0.08,1997,10,2.9,2.2,0.9,1,28,Picks 21-30
1,LAC,Michael Olowokandi,University of the Pacific,9,500,13129,4135,3414,327,0.435,0,0.597,2.5,0.009,1998,26.3,8.3,6.8,0.7,1,1,Picks 1-10
2,MEM,Mike Bibby,Arizona,14,1001,33962,14698,3103,5517,0.436,0.379,0.802,73.2,0.104,1998,33.9,14.7,3.1,5.5,1,2,Picks 1-10
3,DEN,Raef LaFrentz,Kansas,10,563,14545,5690,3423,606,0.466,0.363,0.711,39.4,0.13,1998,25.8,10.1,6.1,1.1,1,3,Picks 1-10
4,TOR,Antawn Jamison,UNC,16,1083,37638,20042,8157,1761,0.451,0.346,0.724,87.8,0.112,1998,34.8,18.5,7.5,1.6,1,4,Picks 1-10
5,GSW,Vince Carter,UNC,22,1541,46367,25728,6606,4714,0.435,0.371,0.798,125.3,0.13,1998,30.1,16.7,4.3,3.1,1,5,Picks 1-10
6,DAL,Robert Traylor,Michigan,7,438,6243,2085,1640,312,0.474,0.167,0.577,13.3,0.102,1998,14.3,4.8,3.7,0.7,1,6,Picks 1-10
7,SAC,Jason Williams,Florida,12,788,23188,8266,1810,4611,0.398,0.327,0.813,38.5,0.08,1998,29.4,10.5,2.3,5.9,1,7,Picks 1-10
8,PHI,Larry Hughes,Saint Louis,13,727,22368,10242,3039,2290,0.406,0.309,0.757,32.3,0.069,1998,30.8,14.1,4.2,3.1,1,8,Picks 1-10
9,MIL,Dirk Nowitzki,NA,21,1522,51368,31560,11489,3651,0.471,0.38,0.879,206.3,0.193,1998,33.8,20.7,7.5,2.4,1,9,Picks 1-10
10,BOS,Paul Pierce,Kansas,19,1343,45880,26397,7527,4708,0.445,0.368,0.806,150,0.157,1998,34.2,19.7,5.6,3.5,1,10,Picks 1-10
11,DET,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,0.46,0.327,0.697,29.4,0.093,1998,25.6,12.1,4.6,2.1,1,11,Picks 11-20
12,ORL,Michael Doleac,Utah,10,587,8789,2882,1955,343,0.439,0.125,0.791,12.7,0.07,1998,15,4.9,3.3,0.6,1,12,Picks 11-20
13,ORL,Keon Clark,UNLV,6,353,7971,2882,2096,322,0.5,0.053,0.645,18.2,0.11,1998,22.6,8.2,5.9,0.9,1,13,Picks 11-20
14,HOU,Michael Dickerson,Arizona,5,212,7490,3257,609,553,0.432,0.402,0.784,9.6,0.061,1998,35.3,15.4,2.9,2.6,1,14,Picks 11-20
15,ORL,Matt Harpring,Georgia Tech,11,665,17584,7645,3366,907,0.481,0.333,0.753,41.9,0.114,1998,26.4,11.5,5.1,1.4,1,15,Picks 11-20
16,HOU,Bryce Drew,Valparaiso,6,243,3970,1081,295,524,0.382,0.371,0.83,2.4,0.03,1998,16.3,4.4,1.2,2.2,1,16,Picks 11-20
17,MIN,Rasho Nesterović,NA,12,811,17983,5519,4143,836,0.502,0.077,0.585,39.9,0.107,1998,22.2,6.8,5.1,1,1,17,Picks 11-20
18,HOU,Mirsad Türkcan,NA,1,17,90,33,33,5,0.368,0,0.625,0,-0.019,1998,5.3,1.9,1.9,0.3,1,18,Picks 11-20
19,MIL,Pat Garrity,Notre Dame,10,552,11062,4017,1457,443,0.417,0.398,0.806,18.7,0.081,1998,20,7.3,2.6,0.8,1,19,Picks 11-20
20,ATL,Roshown McLeod,Duke,3,113,2130,817,308,124,0.409,0.111,0.819,0.2,0.004,1998,18.8,7.2,2.7,1.1,1,20,Picks 11-20
21,CHA,Ricky Davis,Iowa,12,736,21927,9912,2550,2426,0.446,0.361,0.781,28,0.061,1998,29.8,13.5,3.5,3.3,1,21,Picks 21-30
22,LAC,Brian Skinner,Baylor,14,608,10910,2876,2841,288,0.494,0.333,0.566,15.8,0.07,1998,17.9,4.7,4.7,0.5,1,22,Picks 21-30
23,DEN,Tyronn Lue,Nebraska,11,554,12564,4710,943,1727,0.437,0.391,0.829,19.7,0.075,1998,22.7,8.5,1.7,3.1,1,23,Picks 21-30
24,SAS,Felipe López,St. John's,4,249,4145,1448,604,252,0.432,0.327,0.659,3.1,0.036,1998,16.6,5.8,2.4,1,1,24,Picks 21-30
25,IND,Al Harrington,NA,16,981,28009,13237,5482,1649,0.444,0.352,0.727,42.5,0.073,1998,28.6,13.5,5.6,1.7,1,25,Picks 21-30
26,LAL,Sam Jacobson,Minnesota,3,68,752,283,80,36,0.511,0.36,0.739,1.1,0.071,1998,11.1,4.2,1.2,0.5,1,26,Picks 21-30
27,OKC,Vladimir Stepania,NA,6,270,3726,1118,1180,94,0.425,0.133,0.536,5.2,0.067,1998,13.8,4.1,4.4,0.3,1,27,Picks 21-30
28,CHI,Corey Benjamin,Oregon State,4,153,2191,835,259,143,0.39,0.289,0.652,-0.9,-0.019,1998,14.3,5.5,1.7,0.9,1,28,Picks 21-30
29,UTA,Nazr Mohammed,Kentucky,18,1005,15891,5827,4708,375,0.486,0,0.64,34.3,0.104,1998,15.8,5.8,4.7,0.4,1,29,Picks 21-30
1,CHI,Elton Brand,Duke,17,1058,34910,16827,9040,2184,0.5,0.095,0.736,109.6,0.151,1999,33,15.9,8.5,2.1,1,1,Picks 1-10
2,MEM,Steve Francis,Maryland,9,576,21632,10446,3215,3473,0.429,0.341,0.797,54.1,0.12,1999,37.6,18.1,5.6,6,1,2,Picks 1-10
3,CHA,Baron Davis,UCLA,13,835,28592,13447,3183,6025,0.409,0.32,0.711,63.1,0.106,1999,34.2,16.1,3.8,7.2,1,3,Picks 1-10
4,LAC,Lamar Odom,Rhode Island,14,961,32131,12781,8059,3554,0.463,0.312,0.693,77,0.115,1999,33.4,13.3,8.4,3.7,1,4,Picks 1-10
5,TOR,Jonathan Bender,NA,8,262,3847,1453,582,170,0.417,0.34,0.763,3.8,0.047,1999,14.7,5.5,2.2,0.6,1,5,Picks 1-10
6,MIN,Wally Szczerbiak,Miami University,10,651,20052,9195,2602,1532,0.485,0.406,0.86,53.3,0.127,1999,30.8,14.1,4,2.4,1,6,Picks 1-10
7,WAS,Richard Hamilton,UConn,14,921,29559,15708,2852,3125,0.449,0.346,0.852,62.8,0.102,1999,32.1,17.1,3.1,3.4,1,7,Picks 1-10
8,CLE,Andre Miller,Utah,17,1304,40268,16278,4795,8524,0.461,0.217,0.807,100.8,0.12,1999,30.9,12.5,3.7,6.5,1,8,Picks 1-10
