player,level,gender,division,team_name,statistic,value
Isaac Trommer,D1,Men,Division 1 Men,Washington University Contra,Ds,3
Isaac Trommer,D1,Men,Division 1 Men,Washington University Contra,Assists,0
Isaac Trommer,D1,Men,Division 1 Men,Washington University Contra,Points,2
Isaac Trommer,D1,Men,Division 1 Men,Washington University Contra,Plus Minus,3
Henry Currie,D3,Men,Division 3 Men,Whitman Sweets,Turns,1
Henry Currie,D3,Men,Division 3 Men,Whitman Sweets,Ds,2
Henry Currie,D3,Men,Division 3 Men,Whitman Sweets,Assists,1
Henry Currie,D3,Men,Division 3 Men,Whitman Sweets,Points,1
Henry Currie,D3,Men,Division 3 Men,Whitman Sweets,Plus Minus,3
Hayden Fahnhorst,D3,Men,Division 3 Men,St Olaf Berzerkers,Turns,0
Hayden Fahnhorst,D3,Men,Division 3 Men,St Olaf Berzerkers,Ds,1
Hayden Fahnhorst,D3,Men,Division 3 Men,St Olaf Berzerkers,Assists,1
Hayden Fahnhorst,D3,Men,Division 3 Men,St Olaf Berzerkers,Points,1
Hayden Fahnhorst,D3,Men,Division 3 Men,St Olaf Berzerkers,Plus Minus,3
Hannah Hackenmueller,D1,Women,Division 1 Women,Carleton Syzygy,Turns,0
Hannah Hackenmueller,D1,Women,Division 1 Women,Carleton Syzygy,Ds,2
Hannah Hackenmueller,D1,Women,Division 1 Women,Carleton Syzygy,Assists,0
Hannah Hackenmueller,D1,Women,Division 1 Women,Carleton Syzygy,Points,1
Hannah Hackenmueller,D1,Women,Division 1 Women,Carleton Syzygy,Plus Minus,3
Graham Gordon,D3,Men,Division 3 Men,Carleton CHOP,Turns,2
Graham Gordon,D3,Men,Division 3 Men,Carleton CHOP,Ds,2
Graham Gordon,D3,Men,Division 3 Men,Carleton CHOP,Assists,1
Graham Gordon,D3,Men,Division 3 Men,Carleton CHOP,Points,2
Graham Gordon,D3,Men,Division 3 Men,Carleton CHOP,Plus Minus,3
Grace Mattox,D1,Women,Division 1 Women,Colorado Quandary,Turns,0
Grace Mattox,D1,Women,Division 1 Women,Colorado Quandary,Ds,0
Grace Mattox,D1,Women,Division 1 Women,Colorado Quandary,Assists,0
Grace Mattox,D1,Women,Division 1 Women,Colorado Quandary,Points,3
Grace Mattox,D1,Women,Division 1 Women,Colorado Quandary,Plus Minus,3
Genesis Meadows,D3,Women,Division 3 Women,Richmond Red Hots,Turns,5
Genesis Meadows,D3,Women,Division 3 Women,Richmond Red Hots,Ds,3
Genesis Meadows,D3,Women,Division 3 Women,Richmond Red Hots,Assists,2
Genesis Meadows,D3,Women,Division 3 Women,Richmond Red Hots,Points,3
Genesis Meadows,D3,Women,Division 3 Women,Richmond Red Hots,Plus Minus,3
Geir Hartl,D3,Men,Division 3 Men,Middlebury Pranksters,Turns,9
Geir Hartl,D3,Men,Division 3 Men,Middlebury Pranksters,Ds,2
Geir Hartl,D3,Men,Division 3 Men,Middlebury Pranksters,Assists,7
Geir Hartl,D3,Men,Division 3 Men,Middlebury Pranksters,Points,3
Geir Hartl,D3,Men,Division 3 Men,Middlebury Pranksters,Plus Minus,3
Fin Fuhrmann,D1,Men,Division 1 Men,Carleton CUT,Turns,6
Fin Fuhrmann,D1,Men,Division 1 Men,Carleton CUT,Ds,0
Fin Fuhrmann,D1,Men,Division 1 Men,Carleton CUT,Assists,6
Fin Fuhrmann,D1,Men,Division 1 Men,Carleton CUT,Points,3
Fin Fuhrmann,D1,Men,Division 1 Men,Carleton CUT,Plus Minus,3
Evelyn Leduc,D1,Women,Division 1 Women,Carleton Syzygy,Turns,2
Evelyn Leduc,D1,Women,Division 1 Women,Carleton Syzygy,Ds,2
Evelyn Leduc,D1,Women,Division 1 Women,Carleton Syzygy,Assists,0
Evelyn Leduc,D1,Women,Division 1 Women,Carleton Syzygy,Points,3
Evelyn Leduc,D1,Women,Division 1 Women,Carleton Syzygy,Plus Minus,3
Evan Medrow,D1,Men,Division 1 Men,Penn State Spank,Turns,4
Evan Medrow,D1,Men,Division 1 Men,Penn State Spank,Ds,2
Evan Medrow,D1,Men,Division 1 Men,Penn State Spank,Assists,2
Evan Medrow,D1,Men,Division 1 Men,Penn State Spank,Points,3
Evan Medrow,D1,Men,Division 1 Men,Penn State Spank,Plus Minus,3
Evan Kandell,D1,Men,Division 1 Men,Cal Ursa Major,Turns,2
Evan Kandell,D1,Men,Division 1 Men,Cal Ursa Major,Ds,1
Evan Kandell,D1,Men,Division 1 Men,Cal Ursa Major,Assists,0
Evan Kandell,D1,Men,Division 1 Men,Cal Ursa Major,Points,4
Evan Kandell,D1,Men,Division 1 Men,Cal Ursa Major,Plus Minus,3
Emily Dalley,D1,Women,Division 1 Women,Utah Spiral Jetty,Turns,0
Emily Dalley,D1,Women,Division 1 Women,Utah Spiral Jetty,Ds,0
Emily Dalley,D1,Women,Division 1 Women,Utah Spiral Jetty,Assists,0
Emily Dalley,D1,Women,Division 1 Women,Utah Spiral Jetty,Points,3
Emily Dalley,D1,Women,Division 1 Women,Utah Spiral Jetty,Plus Minus,3
Emi Moreno,D1,Women,Division 1 Women,Western Washington Chaos,Turns,0
Emi Moreno,D1,Women,Division 1 Women,Western Washington Chaos,Ds,2
Emi Moreno,D1,Women,Division 1 Women,Western Washington Chaos,Assists,1
Emi Moreno,D1,Women,Division 1 Women,Western Washington Chaos,Points,0
Emi Moreno,D1,Women,Division 1 Women,Western Washington Chaos,Plus Minus,3
Elliot Green,D3,Men,Division 3 Men,Berry Bucks,Turns,2
Elliot Green,D3,Men,Division 3 Men,Berry Bucks,Ds,0
Elliot Green,D3,Men,Division 3 Men,Berry Bucks,Assists,3
Elliot Green,D3,Men,Division 3 Men,Berry Bucks,Points,2
Elliot Green,D3,Men,Division 3 Men,Berry Bucks,Plus Minus,3
Danny Shope,D3,Men,Division 3 Men,Carleton CHOP,Turns,8
Danny Shope,D3,Men,Division 3 Men,Carleton CHOP,Ds,3
Danny Shope,D3,Men,Division 3 Men,Carleton CHOP,Assists,6
Danny Shope,D3,Men,Division 3 Men,Carleton CHOP,Points,2
Danny Shope,D3,Men,Division 3 Men,Carleton CHOP,Plus Minus,3
Constanza Capriles,D1,Women,Division 1 Women,Michigan Flywheel,Turns,7
Constanza Capriles,D1,Women,Division 1 Women,Michigan Flywheel,Ds,7
Constanza Capriles,D1,Women,Division 1 Women,Michigan Flywheel,Assists,1
Constanza Capriles,D1,Women,Division 1 Women,Michigan Flywheel,Points,2
Constanza Capriles,D1,Women,Division 1 Women,Michigan Flywheel,Plus Minus,3
Collin Pearson,D3,Men,Division 3 Men,Carleton CHOP,Turns,0
Collin Pearson,D3,Men,Division 3 Men,Carleton CHOP,Ds,0
Collin Pearson,D3,Men,Division 3 Men,Carleton CHOP,Assists,0
Collin Pearson,D3,Men,Division 3 Men,Carleton CHOP,Points,3
Collin Pearson,D3,Men,Division 3 Men,Carleton CHOP,Plus Minus,3
Colby Bong,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Turns,0
Colby Bong,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Ds,3
Colby Bong,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Assists,0
Colby Bong,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Points,0
Colby Bong,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Plus Minus,3
Charles Forster,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Turns,0
Charles Forster,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Ds,1
Charles Forster,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Assists,1
Charles Forster,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Points,1
Charles Forster,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Plus Minus,3
Chanel van Ginkel,D1,Women,Division 1 Women,Utah Spiral Jetty,Turns,2
Chanel van Ginkel,D1,Women,Division 1 Women,Utah Spiral Jetty,Ds,4
Chanel van Ginkel,D1,Women,Division 1 Women,Utah Spiral Jetty,Assists,0
Chanel van Ginkel,D1,Women,Division 1 Women,Utah Spiral Jetty,Points,1
Chanel van Ginkel,D1,Women,Division 1 Women,Utah Spiral Jetty,Plus Minus,3
Caroline Lukasick,D3,Women,Division 3 Women,Union Jillz,Turns,7
Caroline Lukasick,D3,Women,Division 3 Women,Union Jillz,Ds,4
Caroline Lukasick,D3,Women,Division 3 Women,Union Jillz,Assists,0
Caroline Lukasick,D3,Women,Division 3 Women,Union Jillz,Points,6
Caroline Lukasick,D3,Women,Division 3 Women,Union Jillz,Plus Minus,3
Camryn Hines,D3,Women,Division 3 Women,Portland UPRoar,Turns,0
Camryn Hines,D3,Women,Division 3 Women,Portland UPRoar,Ds,1
Camryn Hines,D3,Women,Division 3 Women,Portland UPRoar,Assists,0
Camryn Hines,D3,Women,Division 3 Women,Portland UPRoar,Points,2
Camryn Hines,D3,Women,Division 3 Women,Portland UPRoar,Plus Minus,3
Cameron Curney,D1,Men,Division 1 Men,Brown Brownian Motion,Turns,0
Cameron Curney,D1,Men,Division 1 Men,Brown Brownian Motion,Ds,2
Cameron Curney,D1,Men,Division 1 Men,Brown Brownian Motion,Assists,0
Cameron Curney,D1,Men,Division 1 Men,Brown Brownian Motion,Points,1
Cameron Curney,D1,Men,Division 1 Men,Brown Brownian Motion,Plus Minus,3
Brooke Chomko,D1,Women,Division 1 Women,Tufts EWO,Turns,0
Brooke Chomko,D1,Women,Division 1 Women,Tufts EWO,Ds,1
Brooke Chomko,D1,Women,Division 1 Women,Tufts EWO,Assists,1
Brooke Chomko,D1,Women,Division 1 Women,Tufts EWO,Points,1
Brooke Chomko,D1,Women,Division 1 Women,Tufts EWO,Plus Minus,3
Bria Stocker,D1,Women,Division 1 Women,Michigan Flywheel,Turns,3
Bria Stocker,D1,Women,Division 1 Women,Michigan Flywheel,Ds,4
Bria Stocker,D1,Women,Division 1 Women,Michigan Flywheel,Assists,1
Bria Stocker,D1,Women,Division 1 Women,Michigan Flywheel,Points,1
Bria Stocker,D1,Women,Division 1 Women,Michigan Flywheel,Plus Minus,3
Brenden Gasper,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Turns,0
Brenden Gasper,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Ds,1
Brenden Gasper,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Assists,2
Brenden Gasper,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Points,0
Brenden Gasper,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,Plus Minus,3
Breanna Campbell,D1,Women,Division 1 Women,Michigan Flywheel,Turns,1
Breanna Campbell,D1,Women,Division 1 Women,Michigan Flywheel,Ds,0
Breanna Campbell,D1,Women,Division 1 Women,Michigan Flywheel,Assists,0
Breanna Campbell,D1,Women,Division 1 Women,Michigan Flywheel,Points,4
Breanna Campbell,D1,Women,Division 1 Women,Michigan Flywheel,Plus Minus,3
Bradley Fleming,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Turns,3
Bradley Fleming,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Ds,2
Bradley Fleming,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Assists,3
Bradley Fleming,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Points,1
Bradley Fleming,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Plus Minus,3
Bodhi Harmony,D1,Men,Division 1 Men,North Carolina Darkside,Turns,1
Bodhi Harmony,D1,Men,Division 1 Men,North Carolina Darkside,Ds,1
Bodhi Harmony,D1,Men,Division 1 Men,North Carolina Darkside,Assists,1
Bodhi Harmony,D1,Men,Division 1 Men,North Carolina Darkside,Points,2
Bodhi Harmony,D1,Men,Division 1 Men,North Carolina Darkside,Plus Minus,3
Bobby Eleveld,D1,Men,Division 1 Men,Carleton CUT,Turns,2
Bobby Eleveld,D1,Men,Division 1 Men,Carleton CUT,Ds,3
Bobby Eleveld,D1,Men,Division 1 Men,Carleton CUT,Assists,1
Bobby Eleveld,D1,Men,Division 1 Men,Carleton CUT,Points,1
Bobby Eleveld,D1,Men,Division 1 Men,Carleton CUT,Plus Minus,3
Austin King,D1,Men,Division 1 Men,Minnesota Grey Duck,Turns,3
Austin King,D1,Men,Division 1 Men,Minnesota Grey Duck,Ds,0
Austin King,D1,Men,Division 1 Men,Minnesota Grey Duck,Assists,1
Austin King,D1,Men,Division 1 Men,Minnesota Grey Duck,Points,5
Austin King,D1,Men,Division 1 Men,Minnesota Grey Duck,Plus Minus,3
Audrey Deligan,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Turns,3
Audrey Deligan,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Ds,3
Audrey Deligan,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Assists,2
Audrey Deligan,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Points,1
Audrey Deligan,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,Plus Minus,3
Anna Eifert,D3,Women,Division 3 Women,Carleton Eclipse,Turns,4
Anna Eifert,D3,Women,Division 3 Women,Carleton Eclipse,Ds,3
Anna Eifert,D3,Women,Division 3 Women,Carleton Eclipse,Assists,2
Anna Eifert,D3,Women,Division 3 Women,Carleton Eclipse,Points,2
Anna Eifert,D3,Women,Division 3 Women,Carleton Eclipse,Plus Minus,3
Andrew Yeh,D3,Men,Division 3 Men,Carleton CHOP,Turns,5
Andrew Yeh,D3,Men,Division 3 Men,Carleton CHOP,Ds,3
Andrew Yeh,D3,Men,Division 3 Men,Carleton CHOP,Assists,5
Andrew Yeh,D3,Men,Division 3 Men,Carleton CHOP,Points,0
Andrew Yeh,D3,Men,Division 3 Men,Carleton CHOP,Plus Minus,3
Andrew Purcell,D3,Men,Division 3 Men,Berry Bucks,Turns,0
Andrew Purcell,D3,Men,Division 3 Men,Berry Bucks,Ds,2
Andrew Purcell,D3,Men,Division 3 Men,Berry Bucks,Assists,1
Andrew Purcell,D3,Men,Division 3 Men,Berry Bucks,Points,0
Andrew Purcell,D3,Men,Division 3 Men,Berry Bucks,Plus Minus,3
Andie Madsen,D1,Women,Division 1 Women,Utah Spiral Jetty,Turns,3
Andie Madsen,D1,Women,Division 1 Women,Utah Spiral Jetty,Ds,4
Andie Madsen,D1,Women,Division 1 Women,Utah Spiral Jetty,Assists,0
Andie Madsen,D1,Women,Division 1 Women,Utah Spiral Jetty,Points,2
Andie Madsen,D1,Women,Division 1 Women,Utah Spiral Jetty,Plus Minus,3
Ami Endo,D3,Men,Division 3 Men,Carleton CHOP,Turns,4
Ami Endo,D3,Men,Division 3 Men,Carleton CHOP,Ds,2
Ami Endo,D3,Men,Division 3 Men,Carleton CHOP,Assists,0
Ami Endo,D3,Men,Division 3 Men,Carleton CHOP,Points,5
Ami Endo,D3,Men,Division 3 Men,Carleton CHOP,Plus Minus,3
Allen MacMillan,D1,Men,Division 1 Men,NC State Alpha,Turns,4
Allen MacMillan,D1,Men,Division 1 Men,NC State Alpha,Ds,1
Allen MacMillan,D1,Men,Division 1 Men,NC State Alpha,Assists,5
Allen MacMillan,D1,Men,Division 1 Men,NC State Alpha,Points,1
Allen MacMillan,D1,Men,Division 1 Men,NC State Alpha,Plus Minus,3
Aidan Stark-Chessa,D3,Men,Division 3 Men,Bates Orange Whip,Turns,5
Aidan Stark-Chessa,D3,Men,Division 3 Men,Bates Orange Whip,Ds,3
Aidan Stark-Chessa,D3,Men,Division 3 Men,Bates Orange Whip,Assists,0
Aidan Stark-Chessa,D3,Men,Division 3 Men,Bates Orange Whip,Points,5
Aidan Stark-Chessa,D3,Men,Division 3 Men,Bates Orange Whip,Plus Minus,3
Aidan Byrne,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Turns,5
Aidan Byrne,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Ds,3
Aidan Byrne,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Assists,0
Aidan Byrne,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Points,5
Aidan Byrne,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Plus Minus,3
Adriel Portillo,D3,Men,Division 3 Men,Berry Bucks,Turns,1
Adriel Portillo,D3,Men,Division 3 Men,Berry Bucks,Ds,3
Adriel Portillo,D3,Men,Division 3 Men,Berry Bucks,Assists,1
Adriel Portillo,D3,Men,Division 3 Men,Berry Bucks,Points,0
Adriel Portillo,D3,Men,Division 3 Men,Berry Bucks,Plus Minus,3
Zoe Luke,D1,Women,Division 1 Women,Oregon Fugue,Turns,10
Zoe Luke,D1,Women,Division 1 Women,Oregon Fugue,Ds,4
Zoe Luke,D1,Women,Division 1 Women,Oregon Fugue,Assists,3
Zoe Luke,D1,Women,Division 1 Women,Oregon Fugue,Points,5
Zoe Luke,D1,Women,Division 1 Women,Oregon Fugue,Plus Minus,2
Wyatt Crow,D1,Men,Division 1 Men,Minnesota Grey Duck,Turns,0
Wyatt Crow,D1,Men,Division 1 Men,Minnesota Grey Duck,Ds,1
Wyatt Crow,D1,Men,Division 1 Men,Minnesota Grey Duck,Assists,0
Wyatt Crow,D1,Men,Division 1 Men,Minnesota Grey Duck,Points,1
Wyatt Crow,D1,Men,Division 1 Men,Minnesota Grey Duck,Plus Minus,2
Wyatt Colburn,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Turns,2
Wyatt Colburn,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Ds,3
Wyatt Colburn,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Assists,1
Wyatt Colburn,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Points,0
Wyatt Colburn,D1,Men,Division 1 Men,Cal Poly-SLO Slocore,Plus Minus,2
William Cox,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Turns,1
William Cox,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Ds,0
William Cox,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Assists,0
William Cox,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Points,3
William Cox,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,Plus Minus,2
William Beyreis,D3,Men,Division 3 Men,Williams WUFO,Turns,0
William Beyreis,D3,Men,Division 3 Men,Williams WUFO,Ds,0
William Beyreis,D3,Men,Division 3 Men,Williams WUFO,Assists,0
William Beyreis,D3,Men,Division 3 Men,Williams WUFO,Points,2
William Beyreis,D3,Men,Division 3 Men,Williams WUFO,Plus Minus,2
William Anderson,D3,Men,Division 3 Men,Carleton CHOP,Turns,1
William Anderson,D3,Men,Division 3 Men,Carleton CHOP,Ds,2
William Anderson,D3,Men,Division 3 Men,Carleton CHOP,Assists,0
William Anderson,D3,Men,Division 3 Men,Carleton CHOP,Points,1
William Anderson,D3,Men,Division 3 Men,Carleton CHOP,Plus Minus,2
True Hanson,D1,Men,Division 1 Men,Vermont Chill,Turns,1
True Hanson,D1,Men,Division 1 Men,Vermont Chill,Ds,0
True Hanson,D1,Men,Division 1 Men,Vermont Chill,Assists,2
True Hanson,D1,Men,Division 1 Men,Vermont Chill,Points,1
True Hanson,D1,Men,Division 1 Men,Vermont Chill,Plus Minus,2
Tova Benson,D3,Women,Division 3 Women,Lewis & Clark Artemis,Turns,2
Tova Benson,D3,Women,Division 3 Women,Lewis & Clark Artemis,Ds,1
Tova Benson,D3,Women,Division 3 Women,Lewis & Clark Artemis,Assists,1
Tova Benson,D3,Women,Division 3 Women,Lewis & Clark Artemis,Points,2
Tova Benson,D3,Women,Division 3 Women,Lewis & Clark Artemis,Plus Minus,2
Tobias Paperno,D1,Men,Division 1 Men,Massachusetts Zoodisc,Turns,1
Tobias Paperno,D1,Men,Division 1 Men,Massachusetts Zoodisc,Ds,0
Tobias Paperno,D1,Men,Division 1 Men,Massachusetts Zoodisc,Assists,2
Tobias Paperno,D1,Men,Division 1 Men,Massachusetts Zoodisc,Points,1
Tobias Paperno,D1,Men,Division 1 Men,Massachusetts Zoodisc,Plus Minus,2
Theo Gobeil,D1,Men,Division 1 Men,Ottawa Gee-Gees,Turns,4
Theo Gobeil,D1,Men,Division 1 Men,Ottawa Gee-Gees,Ds,2
Theo Gobeil,D1,Men,Division 1 Men,Ottawa Gee-Gees,Assists,2
Theo Gobeil,D1,Men,Division 1 Men,Ottawa Gee-Gees,Points,2
Theo Gobeil,D1,Men,Division 1 Men,Ottawa Gee-Gees,Plus Minus,2
Thais Thomas,D1,Women,Division 1 Women,Oregon Fugue,Turns,3
Thais Thomas,D1,Women,Division 1 Women,Oregon Fugue,Ds,0
Thais Thomas,D1,Women,Division 1 Women,Oregon Fugue,Assists,1
Thais Thomas,D1,Women,Division 1 Women,Oregon Fugue,Points,4
Thais Thomas,D1,Women,Division 1 Women,Oregon Fugue,Plus Minus,2
Terron Ross,D1,Men,Division 1 Men,Ottawa Gee-Gees,Turns,6
Terron Ross,D1,Men,Division 1 Men,Ottawa Gee-Gees,Ds,1
Terron Ross,D1,Men,Division 1 Men,Ottawa Gee-Gees,Assists,3
Terron Ross,D1,Men,Division 1 Men,Ottawa Gee-Gees,Points,4
Terron Ross,D1,Men,Division 1 Men,Ottawa Gee-Gees,Plus Minus,2
Tejas Sivarajakumar,D1,Men,Division 1 Men,NC State Alpha,Turns,3
Tejas Sivarajakumar,D1,Men,Division 1 Men,NC State Alpha,Ds,1
Tejas Sivarajakumar,D1,Men,Division 1 Men,NC State Alpha,Assists,2
Tejas Sivarajakumar,D1,Men,Division 1 Men,NC State Alpha,Points,2
Tejas Sivarajakumar,D1,Men,Division 1 Men,NC State Alpha,Plus Minus,2
Sylvie Shaya,D3,Women,Division 3 Women,Wellesley Whiptails,Turns,2
Sylvie Shaya,D3,Women,Division 3 Women,Wellesley Whiptails,Ds,0
Sylvie Shaya,D3,Women,Division 3 Women,Wellesley Whiptails,Assists,0
Sylvie Shaya,D3,Women,Division 3 Women,Wellesley Whiptails,Points,4
Sylvie Shaya,D3,Women,Division 3 Women,Wellesley Whiptails,Plus Minus,2
Susannah Cornell,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Turns,3
Susannah Cornell,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Ds,3
Susannah Cornell,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Assists,0
Susannah Cornell,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Points,2
Susannah Cornell,D3,Women,Division 3 Women,Wesleyan Vicious Circles,Plus Minus,2
Soren Severens,D3,Men,Division 3 Men,Whitman Sweets,Turns,3
Soren Severens,D3,Men,Division 3 Men,Whitman Sweets,Ds,1
Soren Severens,D3,Men,Division 3 Men,Whitman Sweets,Assists,3
Soren Severens,D3,Men,Division 3 Men,Whitman Sweets,Points,1
Soren Severens,D3,Men,Division 3 Men,Whitman Sweets,Plus Minus,2
Sophie Carpenter,D3,Women,Division 3 Women,Macalester Purse Snatchers,Turns,10
Sophie Carpenter,D3,Women,Division 3 Women,Macalester Purse Snatchers,Ds,2
Sophie Carpenter,D3,Women,Division 3 Women,Macalester Purse Snatchers,Assists,3
Sophie Carpenter,D3,Women,Division 3 Women,Macalester Purse Snatchers,Points,7
Sophie Carpenter,D3,Women,Division 3 Women,Macalester Purse Snatchers,Plus Minus,2
Sophie Addison,D3,Women,Division 3 Women,Colorado College Zenith,Turns,3
Sophie Addison,D3,Women,Division 3 Women,Colorado College Zenith,Ds,2
Sophie Addison,D3,Women,Division 3 Women,Colorado College Zenith,Assists,1
Sophie Addison,D3,Women,Division 3 Women,Colorado College Zenith,Points,2
Sophie Addison,D3,Women,Division 3 Women,Colorado College Zenith,Plus Minus,2
Simon Korotzer-Mariani,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Turns,4
Simon Korotzer-Mariani,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Ds,0
Simon Korotzer-Mariani,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Assists,1
Simon Korotzer-Mariani,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Points,5
Simon Korotzer-Mariani,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Plus Minus,2
Shane Keeton,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Turns,0
Shane Keeton,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Ds,1
Shane Keeton,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Assists,0
Shane Keeton,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Points,1
Shane Keeton,D3,Men,Division 3 Men,Missouri S&T Miner Threat,Plus Minus,2
Serena Goldstone,D3,Women,Division 3 Women,Occidental WAC,Turns,4
Serena Goldstone,D3,Women,Division 3 Women,Occidental WAC,Ds,2
Serena Goldstone,D3,Women,Division 3 Women,Occidental WAC,Assists,3
Serena Goldstone,D3,Women,Division 3 Women,Occidental WAC,Points,1
Serena Goldstone,D3,Women,Division 3 Women,Occidental WAC,Plus Minus,2
Saxon Egge,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Turns,0
Saxon Egge,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Ds,0
Saxon Egge,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Assists,0
Saxon Egge,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Points,2
Saxon Egge,D3,Men,Division 3 Men,Oberlin Flying Horsecows,Plus Minus,2
Sarah Trouwborst,D3,Women,Division 3 Women,Union Jillz,Turns,5
Sarah Trouwborst,D3,Women,Division 3 Women,Union Jillz,Ds,2
Sarah Trouwborst,D3,Women,Division 3 Women,Union Jillz,Assists,2
Sarah Trouwborst,D3,Women,Division 3 Women,Union Jillz,Points,3
Sarah Trouwborst,D3,Women,Division 3 Women,Union Jillz,Plus Minus,2
Samuel Teppo,D1,Men,Division 1 Men,Michigan Magnum,Turns,0
Samuel Teppo,D1,Men,Division 1 Men,Michigan Magnum,Ds,1
Samuel Teppo,D1,Men,Division 1 Men,Michigan Magnum,Assists,1
Samuel Teppo,D1,Men,Division 1 Men,Michigan Magnum,Points,0
Samuel Teppo,D1,Men,Division 1 Men,Michigan Magnum,Plus Minus,2
Samuel Redinbo,D1,Men,Division 1 Men,North Carolina Darkside,Turns,1
Samuel Redinbo,D1,Men,Division 1 Men,North Carolina Darkside,Ds,2
Samuel Redinbo,D1,Men,Division 1 Men,North Carolina Darkside,Assists,0
Samuel Redinbo,D1,Men,Division 1 Men,North Carolina Darkside,Points,1
Samuel Redinbo,D1,Men,Division 1 Men,North Carolina Darkside,Plus Minus,2
Samuel Laur,D1,Men,Division 1 Men,Cal Ursa Major,Turns,4
Samuel Laur,D1,Men,Division 1 Men,Cal Ursa Major,Ds,2
Samuel Laur,D1,Men,Division 1 Men,Cal Ursa Major,Assists,2
Samuel Laur,D1,Men,Division 1 Men,Cal Ursa Major,Points,2
