player,level,gender,division,team_name,team_games
Emma Giamello,D3,Women,Division 3 Women,Portland UPRoar,6
Ella Bolan,D1,Women,Division 1 Women,British Columbia Thunderbirds,6
Elk Thomas-Toth,D3,Men,Division 3 Men,Carleton CHOP,6
Elise Gautier,D3,Women,Division 3 Women,Macalester Purse Snatchers,6
David Kimberly,D3,Men,Division 3 Men,Williams WUFO,6
Daniel Zhang,D1,Men,Division 1 Men,North Carolina Darkside,6
Connor Scott,D3,Men,Division 3 Men,Whitman Sweets,6
Chloe Pacetti,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Charlotte Harkrader,D3,Women,Division 3 Women,Occidental WAC,6
Bridget McBride,D3,Women,Division 3 Women,Mount Holyoke Daisy Chain,6
Ben Eichel,D3,Men,Division 3 Men,Lewis & Clark Bacchus,6
Anna Bingham,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6
Angelo Hernandez,D3,Men,Division 3 Men,Berry Bucks,6
Adam Ali,D3,Men,Division 3 Men,Carleton CHOP,6
Aanand Yu,D1,Men,Division 1 Men,NC State Alpha,6
Zejun Li,D1,Women,Division 1 Women,Michigan Flywheel,5
Xiaochen Peng,D3,Women,Division 3 Women,Middlebury Pranksters,5
Trent Moon,D1,Men,Division 1 Men,Michigan Magnum,5
Thaovy Mai,D1,Women,Division 1 Women,Pennsylvania Venus,5
Teaghan Lynch,D1,Women,Division 1 Women,California - San Diego D-Co,5
Sutton Ballard,D1,Women,Division 1 Women,Colorado State Helle's Belles,5
Sravya Dandamudi,D1,Women,Division 1 Women,Pennsylvania Venus,5
Spencer Ewing,D1,Women,Division 1 Women,Utah Spiral Jetty,5
Soh Nishiyama,D1,Men,Division 1 Men,Texas TUFF,5
Sierra Gaynor,D1,Women,Division 1 Women,Western Washington Chaos,5
Shannon Anderson,D1,Women,Division 1 Women,Utah Spiral Jetty,5
Seiji Koenigsberg,D1,Men,Division 1 Men,Oregon State Beavers,5
Ruby Sutherlin Sovern,D1,Women,Division 1 Women,California - Santa Cruz Sol,5
Pearl Tulay,D3,Women,Division 3 Women,Middlebury Pranksters,5
Noah Gettings,D3,Men,Division 3 Men,Middlebury Pranksters,5
Noah Berube,D1,Men,Division 1 Men,Ottawa Gee-Gees,5
Nicolas Sprague,D1,Men,Division 1 Men,Washington University Contra,5
Morgan West,D1,Women,Division 1 Women,Pennsylvania Venus,5
Molly Snow,D3,Women,Division 3 Women,Middlebury Pranksters,5
Mira Larrance,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Miguel McGuire,D1,Men,Division 1 Men,Georgia Jojah,5
Michael Sun,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,5
Max Hemeon,D1,Men,Division 1 Men,Vermont Chill,5
Matthew Cao,D1,Men,Division 1 Men,Michigan Magnum,5
Lydia Mendoza,D1,Women,Division 1 Women,Pennsylvania Venus,5
Lucy Leary,D1,Women,Division 1 Women,Utah Spiral Jetty,5
Kolbe Bauer,D1,Men,Division 1 Men,Texas TUFF,5
Katherine Romero,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5
Kara Higgins,D3,Women,Division 3 Women,Davenport Panthers,5
Kailani Latimer,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,5
Jonah Barry,D1,Men,Division 1 Men,Carleton CUT,5
Joel Brown,D1,Men,Division 1 Men,Washington University Contra,5
Jocelyn Richison,D3,Women,Division 3 Women,Davenport Panthers,5
Jianwei Li,D1,Women,Division 1 Women,Pennsylvania Venus,5
Jessica Luu,D1,Women,Division 1 Women,Washington Element,5
Jasmine Bowman,D1,Women,Division 1 Women,Utah Spiral Jetty,5
Jake Hyman,D1,Men,Division 1 Men,Washington University Contra,5
Jackson Freeman,D1,Men,Division 1 Men,Washington University Contra,5
Ian Rock-Jones,D1,Men,Division 1 Men,Carleton CUT,5
Henry Charbeneau,D1,Men,Division 1 Men,Texas TUFF,5
Hannah Kroeplin,D1,Women,Division 1 Women,Victoria Vikes,5
Gwendolyn McGuire,D1,Women,Division 1 Women,Michigan Flywheel,5
Gretchen Pohl,D1,Women,Division 1 Women,Colorado State Helle's Belles,5
Georgia Corson,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Gabriel Scheck,D1,Men,Division 1 Men,Michigan Magnum,5
Gabe Borda,D1,Men,Division 1 Men,Georgia Jojah,5
Daniel Griffin,D3,Men,Division 3 Men,Oklahoma Christian Eagles,5
Daisy Cuthbert,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,5
Colin Dunn,D3,Men,Division 3 Men,Oklahoma Christian Eagles,5
Cindy Zhang,D1,Women,Division 1 Women,Tufts EWO,5
Caroline Li,D1,Women,Division 1 Women,Pennsylvania Venus,5
Camden Mah,D1,Men,Division 1 Men,Cal Ursa Major,5
Caleb Griffiths,D1,Men,Division 1 Men,Minnesota Grey Duck,5
Calan Kirkpatrick,D1,Men,Division 1 Men,Massachusetts Zoodisc,5
Brian Bekken,D1,Men,Division 1 Men,Alabama-Huntsville Nightmares,5
Brandon Lemens,D1,Men,Division 1 Men,Texas TUFF,5
Benjamin Weinstein,D1,Men,Division 1 Men,Vermont Chill,5
Ben Thollander,D1,Men,Division 1 Men,Texas TUFF,5
Annie Art,D3,Women,Division 3 Women,Middlebury Pranksters,5
Anna Ryan,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Amanda Szutu,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5
Aliyah Latham,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,5
Alanna Marte,D1,Women,Division 1 Women,Pennsylvania Venus,5
Adam Goldstein,D1,Men,Division 1 Men,Georgia Jojah,5
Allison Reilly,D1,Women,Division 1 Women,North Carolina Pleiades,7
Zoe Williamson,D3,Women,Division 3 Women,Colorado College Zenith,6
Wade Intrator,D3,Men,Division 3 Men,Bates Orange Whip,6
Vivian Ross,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6
Taro Jelinek,D3,Men,Division 3 Men,St Olaf Berzerkers,6
Sydney Tellis,D3,Women,Division 3 Women,Richmond Red Hots,6
Sam Fischer,D3,Men,Division 3 Men,Claremont Braineaters,6
Rylie Feltner,D3,Women,Division 3 Women,Union Jillz,6
Rebecca Marshall,D1,Women,Division 1 Women,Carleton Syzygy,6
Molly Friedrichs,D3,Women,Division 3 Women,Macalester Purse Snatchers,6
Matthew Evans,D3,Men,Division 3 Men,Franciscan Fatal,6
Maple Bottinelli,D3,Women,Division 3 Women,Wellesley Whiptails,6
Manuel Estevez,D3,Men,Division 3 Men,Berry Bucks,6
Lyanne Wang,D3,Women,Division 3 Women,Wellesley Whiptails,6
Lucy Suchomel,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
Lindsey Norwood,D3,Women,Division 3 Women,Union Jillz,6
Leza Rooks,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Leo Furr,D3,Men,Division 3 Men,Claremont Braineaters,6
Jonah Tannen,D3,Men,Division 3 Men,Carleton CHOP,6
Jill Analla,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6
Jackson Forebaugh,D3,Men,Division 3 Men,St Olaf Berzerkers,6
Jack Huysmans,D3,Men,Division 3 Men,Bates Orange Whip,6
Holly Frank,D3,Women,Division 3 Women,Occidental WAC,6
Griffin O'Neal-Freeman,D3,Men,Division 3 Men,Oberlin Flying Horsecows,6
Erin Durkin,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
Emily Lanegraff,D3,Women,Division 3 Women,Carleton Eclipse,6
Deborah Lancaster,D3,Women,Division 3 Women,Union Jillz,6
Clara Morton,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6
Ben Noerager,D3,Men,Division 3 Men,Berry Bucks,6
Audrey Dewey,D3,Women,Division 3 Women,Portland UPRoar,6
Annalise Korch,D3,Women,Division 3 Women,Portland UPRoar,6
Anja Kottmann,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6
Aimee Crozat,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6
Eli Chang,D1,Men,Division 1 Men,Brown Brownian Motion,8
Yana Wink,D1,Women,Division 1 Women,Western Washington Chaos,5
Tomomi Ogura,D1,Women,Division 1 Women,Western Washington Chaos,5
Sophie Hankin,D1,Women,Division 1 Women,Tufts EWO,5
Sayric Arias,D1,Men,Division 1 Men,Oregon State Beavers,5
Rohan Patel,D1,Men,Division 1 Men,Washington University Contra,5
Nicky Troilo,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,5
Monica Hoang,D1,Women,Division 1 Women,Washington Element,5
Mechelle Chen,D1,Women,Division 1 Women,Georgia Athena,5
Mary Francis,D1,Women,Division 1 Women,Utah Spiral Jetty,5
Makenna Bachman,D3,Women,Division 3 Women,Middlebury Pranksters,5
Lucy Tanner,D1,Women,Division 1 Women,Washington Element,5
Lily Weissman,D3,Women,Division 3 Women,Middlebury Pranksters,5
Lily LeDonne,D1,Women,Division 1 Women,Washington Element,5
Lia Schwartz,D1,Women,Division 1 Women,Tufts EWO,5
Leah Demsey,D1,Women,Division 1 Women,Victoria Vikes,5
Lauren Marshall,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5
Kate Gearing,D1,Women,Division 1 Women,Tufts EWO,5
Julius Cohen,D1,Men,Division 1 Men,Michigan Magnum,5
Julia Giesenhagen,D1,Women,Division 1 Women,Colorado State Helle's Belles,5
Jade Bing Zalaznik,D3,Women,Division 3 Women,Middlebury Pranksters,5
Iris Wiedmann,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5
Hannah Omodt,D3,Women,Division 3 Women,St Olaf Vortex,5
Greta Wilbur,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Erin Ries-Juncker,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Erik Arnold,D1,Men,Division 1 Men,Vermont Chill,5
Emma Remien,D1,Women,Division 1 Women,Michigan Flywheel,5
Elliot Trimbur,D1,Men,Division 1 Men,Oregon State Beavers,5
Ellie Martin-Tai,D1,Women,Division 1 Women,Western Washington Chaos,5
Elena Korch,D1,Women,Division 1 Women,Western Washington Chaos,5
Dayna Templeton,D3,Women,Division 3 Women,Davenport Panthers,5
Danielle Weatherwax,D1,Women,Division 1 Women,California - San Diego D-Co,5
Corbin Smith,D1,Women,Division 1 Women,Colorado State Helle's Belles,5
Charles Harder,D3,Men,Division 3 Men,Middlebury Pranksters,5
Chamonix Reynolds,D1,Women,Division 1 Women,Washington Element,5
Cameron Knox,D1,Men,Division 1 Men,Ottawa Gee-Gees,5
Blythe Paetkau,D1,Women,Division 1 Women,Victoria Vikes,5
Billie Feigin,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5
Becky Chen,D1,Women,Division 1 Women,Pennsylvania Venus,5
Ava Zuckerman,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5
Ancilla Marie Inocencio,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5
Amelia Hayward,D3,Women,Division 3 Women,Middlebury Pranksters,5
Ainsley Waechter,D1,Women,Division 1 Women,Western Washington Chaos,5
Thomas O'Hanlon,D3,Men,Division 3 Men,Missouri S&T Miner Threat,6
Tess Keyes,D1,Women,Division 1 Women,Oregon Fugue,6
Samantha Merritt,D1,Women,Division 1 Women,Carleton Syzygy,6
Olivia Mueth,D3,Women,Division 3 Women,Union Jillz,6
Molly Potts,D3,Women,Division 3 Women,Mount Holyoke Daisy Chain,6
Michael Yu,D3,Men,Division 3 Men,Claremont Braineaters,6
Maggie McFerran,D3,Women,Division 3 Women,Richmond Red Hots,6
Lucy Brannon,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6
Lara Gao,D3,Women,Division 3 Women,Mount Holyoke Daisy Chain,6
Kevin Wyle,D3,Men,Division 3 Men,Missouri S&T Miner Threat,6
Jolie Martin,D3,Women,Division 3 Women,Richmond Red Hots,6
Joel Escobar,D3,Men,Division 3 Men,Rochester Piggies,6
Jesse Principe,D3,Women,Division 3 Women,Occidental WAC,6
Jason Manning,D1,Men,Division 1 Men,North Carolina Darkside,6
Jackson Knox (Berry),D3,Men,Division 3 Men,Berry Bucks,6
Isabella Lin,D1,Women,Division 1 Women,British Columbia Thunderbirds,6
Inbal Armony,D3,Women,Division 3 Women,Macalester Purse Snatchers,6
Helen Buller,D3,Women,Division 3 Women,Union Jillz,6
Gian Asci,D3,Men,Division 3 Men,Franciscan Fatal,6
Eliana Norton,D1,Women,Division 1 Women,Oregon Fugue,6
Daniel Sutton,D3,Men,Division 3 Men,Whitman Sweets,6
Celia Nicholson,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6
Caleb Moran,D1,Men,Division 1 Men,Brown Brownian Motion,8
Anna Mortensen,D3,Women,Division 3 Women,Occidental WAC,6
Anna Carlson,D1,Women,Division 1 Women,Oregon Fugue,6
Alexandra Lederman,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6
Thomas Mazur,D1,Men,Division 1 Men,Pittsburgh En Sabah Nur,5
Sylvia Erdely,D1,Women,Division 1 Women,Pennsylvania Venus,5
Sukhmani Grover,D1,Women,Division 1 Women,Pennsylvania Venus,5
Samantha Medina,D1,Women,Division 1 Women,California - San Diego D-Co,5
Nicole Moran,D1,Women,Division 1 Women,California - San Diego D-Co,5
milton adina,D3,Men,Division 3 Men,Oklahoma Christian Eagles,5
Michelle Wu,D1,Women,Division 1 Women,Tufts EWO,5
Mackenzie Dawson,D1,Women,Division 1 Women,Victoria Vikes,5
Ksenia Gotham,D1,Women,Division 1 Women,Western Washington Chaos,5
Jessie Finkelor,D1,Women,Division 1 Women,California - San Diego D-Co,5
Jasmine Puska,D1,Women,Division 1 Women,Colorado State Helle's Belles,5
Jakob Ayala,D1,Men,Division 1 Men,Washington University Contra,5
Ernesto Clarke,D1,Men,Division 1 Men,Georgia Jojah,5
Erica Clarke,D1,Women,Division 1 Women,Michigan Flywheel,5
Ella Khoury,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,5
Ella Barker,D1,Women,Division 1 Women,Colorado State Helle's Belles,5
Dylan Mullaney,D1,Women,Division 1 Women,California - San Diego D-Co,5
Danielle Dattler,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5
Claire Bates,D1,Women,Division 1 Women,Victoria Vikes,5
Christina Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5
Cassandra Banuelos,D1,Women,Division 1 Women,Colorado State Helle's Belles,5
Carinna Kinnaman,D3,Women,Division 3 Women,Middlebury Pranksters,5
Calliope Cutchins,D1,Women,Division 1 Women,Michigan Flywheel,5
Alexander (Zander) Lutz,D1,Men,Division 1 Men,Penn State Spank,5
Addison Hardin,D3,Women,Division 3 Women,Davenport Panthers,5
Emmett Young,D1,Men,Division 1 Men,Brown Brownian Motion,8
Vincent Zhang,D1,Men,Division 1 Men,NC State Alpha,6
Natalie Lang-Ree,D3,Women,Division 3 Women,Carleton Eclipse,6
Miu Shiraiwa,D1,Women,Division 1 Women,British Columbia Thunderbirds,6
Margaret Heffernan,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Mae Browning,D1,Women,Division 1 Women,Vermont Ruckus,6
luxuan Chang,D3,Men,Division 3 Men,Claremont Braineaters,6
Lucy Leither,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
Lily Freeman,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
Jonathan Newman,D3,Men,Division 3 Men,Davenport Panthers,6
Eliza Williams-Derry,D3,Women,Division 3 Women,Mount Holyoke Daisy Chain,6
Claire Wilson-Black,D3,Women,Division 3 Women,Occidental WAC,6
Cassidy Recker,D3,Women,Division 3 Women,Colorado College Zenith,6
Carolyn Rivero,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
Camden Thomason,D3,Women,Division 3 Women,Richmond Red Hots,6
Brielle Ramsdal,D1,Women,Division 1 Women,Oregon Fugue,6
Benjamin Sparks,D3,Men,Division 3 Men,Bates Orange Whip,6
Andrew Li,D1,Men,Division 1 Men,North Carolina Darkside,6
Addelyne Lilley,D3,Women,Division 3 Women,Wellesley Whiptails,6
Liana Bradley,D1,Women,Division 1 Women,Colorado Quandary,7
Emma Williamson,D1,Women,Division 1 Women,Colorado Quandary,7
Seth Fisher-Olvera,D1,Men,Division 1 Men,Washington University Contra,5
Samantha Coulton,D1,Women,Division 1 Women,SUNY - Binghamton Big Bear,5
Raphael Epstein,D1,Men,Division 1 Men,Washington University Contra,5
Rachel Barkan,D1,Women,Division 1 Women,Michigan Flywheel,5
Poppy Wagner,D1,Women,Division 1 Women,Pennsylvania Venus,5
Nahlah Mkaouri,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Fiona Cashin,D1,Women,Division 1 Women,Georgia Athena,5
Emma Jansen,D3,Women,Division 3 Women,St Olaf Vortex,5
Clara Moss,D1,Women,Division 1 Women,Michigan Flywheel,5
Celeste Alden,D3,Women,Division 3 Women,Middlebury Pranksters,5
Allison Ryan,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Alexa Jeantette-Coca,D1,Women,Division 1 Women,Western Washington Chaos,5
Shaelyn Woo,D1,Women,Division 1 Women,British Columbia Thunderbirds,6
Olivia Benton,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Nola Busansky,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Morgan Bridges,D3,Women,Division 3 Women,Portland UPRoar,6
Lauren Wu,D3,Women,Division 3 Women,Wellesley Whiptails,6
Grace Prince,D3,Women,Division 3 Women,Carleton Eclipse,6
Zachary Sanders,D3,Men,Division 3 Men,Missouri S&T Miner Threat,6
Sarah Clarke,D3,Women,Division 3 Women,Richmond Red Hots,6
Ridge Huang,D1,Men,Division 1 Men,Cal Ursa Major,5
Natalie Collier,D1,Women,Division 1 Women,Western Washington Chaos,5
Mia Beeman-Weber,D1,Women,Division 1 Women,Carleton Syzygy,6
Madison Ong,D1,Women,Division 1 Women,British Columbia Thunderbirds,6
Haruna Krumholz,D1,Women,Division 1 Women,California - Santa Cruz Sol,5
Hannah Pierce,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
Emily Pozzy,D1,Women,Division 1 Women,Vermont Ruckus,6
Elizabeth Rosen,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Claire Knopf,D3,Women,Division 3 Women,Macalester Purse Snatchers,6
Caroline Cooper,D3,Women,Division 3 Women,Carleton Eclipse,6
brodie monohan,D3,Men,Division 3 Men,Whitman Sweets,6
Antara Ramkumar,D3,Women,Division 3 Women,Wellesley Whiptails,6
Anna Fisher Lopez,D1,Women,Division 1 Women,Stanford Superfly,7
Reece Liu,D3,Women,Division 3 Women,Mount Holyoke Daisy Chain,6
Mia Smith,D3,Women,Division 3 Women,Colorado College Zenith,6
Emma Steckline,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Celia Plaut,D3,Women,Division 3 Women,Occidental WAC,6
Andrew Clayton,D3,Men,Division 3 Men,Missouri S&T Miner Threat,6
Adella Catanzaro,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
Zane Bird Smith,D1,Women,Division 1 Women,California - Santa Cruz Sol,5
Yasmin Banares,D3,Women,Division 3 Women,Davenport Panthers,5
Sonja Lee,D1,Women,Division 1 Women,Washington Element,5
Sage Migon,D1,Women,Division 1 Women,Utah Spiral Jetty,5
Meghan Quigley,D1,Women,Division 1 Women,Michigan Flywheel,5
Mae Kline,D1,Women,Division 1 Women,Georgia Athena,5
Karina Illingworth,D1,Women,Division 1 Women,Utah Spiral Jetty,5
Grace McCann,D3,Women,Division 3 Women,Davenport Panthers,5
Caroline Bach,D1,Women,Division 1 Women,Pennsylvania Venus,5
Ariana O'Shea,D1,Women,Division 1 Women,California - Santa Barbara Burning Skirts,5
Bella Russell,D1,Women,Division 1 Women,North Carolina Pleiades,7
Olivia Bordon,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Kelsey Viadro,D3,Women,Division 3 Women,Colorado College Zenith,6
Rosa Rudolph,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Parker Bert,D1,Women,Division 1 Women,Utah Spiral Jetty,5
Lilian Liu,D1,Women,Division 1 Women,Pennsylvania Venus,5
Lauren Feeney,D1,Women,Division 1 Women,Colorado State Helle's Belles,5
Grace Sokolow,D3,Women,Division 3 Women,Middlebury Pranksters,5
Emily Kay-Leighton,D1,Women,Division 1 Women,Victoria Vikes,5
Benjamin Zhu,D1,Men,Division 1 Men,Penn State Spank,5
Megan Kraut,D3,Women,Division 3 Women,Richmond Red Hots,6
Maya Sisk,D3,Women,Division 3 Women,Occidental WAC,6
Luiza Pessoa,D3,Women,Division 3 Women,Richmond Red Hots,6
James Fishman-Morren,D3,Men,Division 3 Men,Lewis & Clark Bacchus,6
Adeline Fabel,D3,Women,Division 3 Women,Occidental WAC,6
Rachel Chang,D1,Women,Division 1 Women,California - Santa Cruz Sol,5
Lily Nygard,D1,Women,Division 1 Women,Utah Spiral Jetty,5
Lexie Buckley,D1,Women,Division 1 Women,California - Santa Cruz Sol,5
Eleanor Wachtel,D1,Women,Division 1 Women,Utah Spiral Jetty,5
Shanti Chier,D1,Women,Division 1 Women,Carleton Syzygy,6
Mitchell Gordon,D3,Men,Division 3 Men,Missouri S&T Miner Threat,6
Jamie Eldridge,D3,Women,Division 3 Women,Mount Holyoke Daisy Chain,6
Taryn Webster,D1,Women,Division 1 Women,Victoria Vikes,5
Leina Goto,D3,Women,Division 3 Women,St Olaf Vortex,5
Amelie Steer,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Persie Baroody,D3,Women,Division 3 Women,Colorado College Zenith,6
Nora Youngelson,D3,Women,Division 3 Women,Occidental WAC,6
Kristen Bellinger,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
EmmaChaya Lipton-Praver,D3,Women,Division 3 Women,Wellesley Whiptails,6
Emma Feldman,D3,Women,Division 3 Women,Wellesley Whiptails,6
Rachel Abrahams,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Marin Cohan,D1,Women,Division 1 Women,Western Washington Chaos,5
Luca Pieretti,D3,Women,Division 3 Women,Colorado College Zenith,6
Grace Bradley,D1,Women,Division 1 Women,California - Santa Cruz Sol,5
Zoe Marquis,D3,Women,Division 3 Women,Carleton Eclipse,6
Nora Jacobsen,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Maggie Brown,D3,Women,Division 3 Women,Wesleyan Vicious Circles,6
Claire Ward,D3,Women,Division 3 Women,Union Jillz,6
Arenaria Cramer,D3,Men,Division 3 Men,Claremont Braineaters,6
Quincy Booth,D1,Women,Division 1 Women,Georgia Athena,5
Lucy Bridal,D1,Women,Division 1 Women,Victoria Vikes,5
Keely Baker,D1,Women,Division 1 Women,Georgia Athena,5
Josie Fenske,D3,Women,Division 3 Women,Lewis & Clark Artemis,5
Claire Lee,D3,Women,Division 3 Women,Macalester Purse Snatchers,6
Koume Matsutori,D1,Women,Division 1 Women,Washington Element,5
Galileo Fries,D3,Women,Division 3 Women,Colorado College Zenith,6
Xuan Feldman,D1,Women,Division 1 Women,California - San Diego D-Co,5
Eleanor Wheeler,D3,Women,Division 3 Women,Haverford/Bryn Mawr Sneetches,6
Grace Brown,D1,Women,Division 1 Women,Colorado State Helle's Belles,5
Kathryn Haynes,D3,Women,Division 3 Women,Union Jillz,6
Esther Filipek,D1,Women,Division 1 Women,Stanford Superfly,7
Adi Megiddo,D3,Women,Division 3 Women,Macalester Purse Snatchers,6
Mia Tomay Bongcaron,D1,Women,Division 1 Women,Georgia Athena,5
Grace Goldenberg,D1,Women,Division 1 Women,Colorado State Helle's Belles,5
Breanna Roussin,D1,Women,Division 1 Women,Victoria Vikes,5
Krishangi Dandapure,D3,Women,Division 3 Women,Wellesley Whiptails,6
Arianna Kightlinger,D3,Women,Division 3 Women,Richmond Red Hots,6
Alicia Brolly,D1,Women,Division 1 Women,Victoria Vikes,5
Claire Torgelson,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
Emma Alatzas,D3,Women,Division 3 Women,Richmond Red Hots,6
Lily Pesikoff,D3,Women,Division 3 Women,Occidental WAC,6
Lily van Linder,D3,Women,Division 3 Women,Occidental WAC,6
Bella Steedly,D3,Women,Division 3 Women,Wellesley Whiptails,6
Rui Lin,D3,Women,Division 3 Women,Grinnell Grinneleanor Roosevelts,6
Lanie O'Neill,D3,Women,Division 3 Women,Davenport Panthers,5
Lucy Sevetson,D3,Women,Division 3 Women,Richmond Red Hots,6
